"domain","ficat","subjid","fitest","fiorres","fiorresu","fidtc","fiperiod"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-261000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-1854000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","LongTermDebtPayments",-9046000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetIncome",48720000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncome",25292000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetIncome",14038000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetIncome",8000000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetIncome",13745000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncome",61075000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",49833000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",25107000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",15269000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",10161000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",15183000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",65720000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-8748000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-100000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-5446000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",2023000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-8293000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetOtherFinancingCharges",-11816000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-36768000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-26605000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-20259000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-17904000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-14077000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","NetPPEPurchaseAndSale",-78845000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","SaleOfPPE",1715000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",692000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",122000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",43000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",923000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","SaleOfPPE",1780000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",6413000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",12827000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",8926000,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",44342000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",14652000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtIssuance",80747000,"USD","2024-09-30","TTM"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-9408000,"USD","2023-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-3199000,"USD","2023-12-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",0,"USD","2024-03-31","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-66247000,"USD","2024-06-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-6186000,"USD","2024-09-30","3M"
"FI","CASH FLOWS","DIOD","ShortTermDebtPayments",-75632000,"USD","2024-09-30","TTM"
