"dtype","param","subjid","fidtc","afidtc","aval"
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WEGE3.SA_2020-12-31 00:00:00",0.9002214257766322
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WEGE3.SA_2021-12-31 00:00:00",0.8917221671900917
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WEGE3.SA_2022-12-31 00:00:00",0.8981599583355538
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WEGE3.SA_2023-12-31 00:00:00",0.9033767872977845
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WEGE3.SA_2024-09-30 00:00:00",0.4541218747972395
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WDFC_2021-08-31 00:00:00",0.8727068638595703
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WDFC_2022-08-31 00:00:00",0.8509611579660092
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WDFC_2023-08-31 00:00:00",0.8590154246404292
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WDFC_2024-08-31 00:00:00",0.8558031940723964
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WCN_2020-12-31 00:00:00",0.7844451410692229
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WCN_2021-12-31 00:00:00",0.7824851131561082
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WCN_2022-12-31 00:00:00",0.7657354747973915
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WCN_2023-12-31 00:00:00",0.7726446444851423
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WCN_2024-09-30 00:00:00",0.4439468457081854
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WAT_2020-12-31 00:00:00",0.5588353483682293
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WAT_2021-12-31 00:00:00",0.5771457816381644
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WAT_2022-12-31 00:00:00",0.5773525120898746
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WAT_2023-12-31 00:00:00",0.6303082657077091
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","WAT_2024-09-30 00:00:00",0.42651850921331136
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSN_2020-12-31 00:00:00",-0.012987300788602578
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSN_2021-12-31 00:00:00",0.015887847212226115
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSN_2022-12-31 00:00:00",-0.015741776019042437
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSN_2023-12-31 00:00:00",-0.006770785353382085
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSN_2024-09-30 00:00:00",0.2325483901332482
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSK_2020-12-31 00:00:00",0.6714573810946343
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSK_2021-12-31 00:00:00",0.7547897663879505
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSK_2022-12-31 00:00:00",0.6784576084201586
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSK_2023-12-31 00:00:00",0.5153095429703469
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VRSK_2024-09-30 00:00:00",0.27878565357203605
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VEEV_2021-01-31 00:00:00",0.8316145335530364
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VEEV_2022-01-31 00:00:00",0.8223311243302327
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VEEV_2023-01-31 00:00:00",0.804123663586782
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VEEV_2024-01-31 00:00:00",0.7863767408077095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VEEV_2024-10-31 00:00:00",0.3101258399524744
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VACNY_2020-12-31 00:00:00",0.8723282305208497
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VACNY_2021-12-31 00:00:00",0.8859068764453246
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VACNY_2022-12-31 00:00:00",0.88258917528137
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","VACNY_2023-12-31 00:00:00",0.9102144819321895
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","V_2021-09-30 00:00:00",0.7469022864329744
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","V_2022-09-30 00:00:00",0.7374849135401428
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","V_2023-09-30 00:00:00",0.7482997913383794
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","V_2024-09-30 00:00:00",0.7329730985133465
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","USB_2020-12-31 00:00:00",0.5057003918334014
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","USB_2021-12-31 00:00:00",0.4946599797613082
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","USB_2022-12-31 00:00:00",0.4878335773870119
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","USB_2023-12-31 00:00:00",0.5012602710817661
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","USB_2024-09-30 00:00:00",0.13242343244838245
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UPS_2020-12-31 00:00:00",0.7308387054748658
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UPS_2021-12-31 00:00:00",0.8313129067114922
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UPS_2022-12-31 00:00:00",0.8488839772393314
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UPS_2023-12-31 00:00:00",0.8354740170360095
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UPS_2024-09-30 00:00:00",0.42116898743686676
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UNP_2020-12-31 00:00:00",0.6905182831272664
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UNP_2021-12-31 00:00:00",0.696987364458992
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UNP_2022-12-31 00:00:00",0.6897157327447636
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UNP_2023-12-31 00:00:00",0.6975232736978854
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","UNP_2024-09-30 00:00:00",0.3602158481198825
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2022-12-31 00:00:00","DIOD_2023-12-31 00:00:00",0.9834570639101773
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LOW_2022-01-31 00:00:00",0.5917049152654014
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LOW_2023-01-31 00:00:00",0.5190837720585558
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LOW_2024-01-31 00:00:00",0.5164192699256958
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LOW_2024-10-31 00:00:00",0.357577581149538
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LNSTY_2020-12-31 00:00:00",0.35817294246271675
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LNSTY_2021-12-31 00:00:00",0.3847488721635796
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LNSTY_2022-12-31 00:00:00",0.38350923866713965
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LNSTY_2023-12-31 00:00:00",0.3835207722424761
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LMT_2020-12-31 00:00:00",0.7326857018314535
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LMT_2021-12-31 00:00:00",0.7798353863275984
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LMT_2022-12-31 00:00:00",0.7760502459367685
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LMT_2023-12-31 00:00:00",0.7488789001663911
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LMT_2024-09-30 00:00:00",0.41186420383104694
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LGRVF_2020-12-31 00:00:00",0.7902948378040933
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LGRVF_2021-12-31 00:00:00",0.803538507917578
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LGRVF_2022-12-31 00:00:00",0.8367483408906986
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LGRVF_2023-12-31 00:00:00",0.8456735395077097
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LGRVF_2024-09-30 00:00:00",0.4280943191790482
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LANC_2021-06-30 00:00:00",0.8992034311740785
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LANC_2022-06-30 00:00:00",0.8759566976777016
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LANC_2023-06-30 00:00:00",0.8778069165947631
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LANC_2024-06-30 00:00:00",0.8927790812113104
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","LANC_2024-09-30 00:00:00",0.4285139772850914
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KHC_2020-12-31 00:00:00",0.6568183960913236
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KHC_2021-12-31 00:00:00",0.6670613072427676
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KHC_2022-12-31 00:00:00",0.6674302042745538
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KHC_2023-12-31 00:00:00",0.675952273076126
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KHC_2024-09-30 00:00:00",0.42681327771411887
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAO.F_2020-12-31 00:00:00",0.9129218879538454
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAO.F_2021-12-31 00:00:00",0.9131077451415274
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAO.F_2022-12-31 00:00:00",0.9034680710905315
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAO.F_2023-12-31 00:00:00",0.9046181327898407
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAO.F_2024-06-30 00:00:00",0.4147195269433827
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAI_2020-12-31 00:00:00",0.86971162210768
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAI_2021-12-31 00:00:00",0.8722927468064923
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAI_2022-12-31 00:00:00",0.9016923493539734
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAI_2023-12-31 00:00:00",0.9142513624632319
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","KAI_2024-09-30 00:00:00",0.4235010434071112
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IVU.DE_2020-12-31 00:00:00",0.8566907409497481
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IVU.DE_2021-12-31 00:00:00",0.860582900023073
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IVU.DE_2022-12-31 00:00:00",0.8770866672786629
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IVU.DE_2023-12-31 00:00:00",0.8880833288553313
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IVU.DE_2024-09-30 00:00:00",0.4159087097840133
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","INFY_2021-03-31 00:00:00",0.8877961666154065
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","INFY_2022-03-31 00:00:00",0.8714689323365583
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","INFY_2023-03-31 00:00:00",0.8434279297578698
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","INFY_2024-03-31 00:00:00",0.8629561339601136
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","INFY_2024-09-30 00:00:00",0.4100542803034794
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDXX_2020-12-31 00:00:00",0.8254233874632184
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDXX_2021-12-31 00:00:00",0.7734221358587551
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDXX_2022-12-31 00:00:00",0.7398178740116074
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDXX_2023-12-31 00:00:00",0.8314149397707027
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDXX_2024-09-30 00:00:00",0.40031327363884145
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDCC_2020-12-31 00:00:00",0.7556832594943645
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDCC_2021-12-31 00:00:00",0.7359278331098769
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDCC_2022-12-31 00:00:00",0.7567849828860899
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDCC_2023-12-31 00:00:00",0.6773349223113825
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","IDCC_2024-09-30 00:00:00",0.2745502362711508
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HSY_2020-12-31 00:00:00",0.8356850645588617
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HSY_2021-12-31 00:00:00",0.7888597676013087
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HSY_2022-12-31 00:00:00",0.8231659098926031
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HSY_2023-12-31 00:00:00",0.8576030011047339
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HSY_2024-09-30 00:00:00",0.4333406228193956
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HDSN_2020-12-31 00:00:00",0.6809285585146793
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HDSN_2021-12-31 00:00:00",0.7796815305359244
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HDSN_2022-12-31 00:00:00",0.8527986684598765
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HDSN_2023-12-31 00:00:00",0.8914449261280359
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HDSN_2024-09-30 00:00:00",0.4153215548571712
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HD_2021-01-31 00:00:00",0.7630740220770124
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HD_2022-01-31 00:00:00",0.7167367779793666
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HD_2023-01-31 00:00:00",0.7368123611652256
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HD_2024-01-31 00:00:00",0.7286412243645942
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","HD_2024-10-31 00:00:00",0.4361167103770501
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GVDBF_2020-12-31 00:00:00",0.8279607626519437
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GVDBF_2021-12-31 00:00:00",0.8332778448057658
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GVDBF_2022-12-31 00:00:00",0.8486885615169746
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GVDBF_2023-12-31 00:00:00",0.8505307996494077
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GOOGL_2020-12-31 00:00:00",0.8795807259615173
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GOOGL_2021-12-31 00:00:00",0.887044878851885
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GOOGL_2022-12-31 00:00:00",0.9136419233949069
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GOOGL_2023-12-31 00:00:00",0.901571649256284
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GOOGL_2024-09-30 00:00:00",0.3909961792418272
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMWKF_2021-05-31 00:00:00",0.8317728334009901
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMWKF_2022-05-31 00:00:00",0.8501867065723947
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMWKF_2023-05-31 00:00:00",0.833462747292002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMWKF_2024-05-31 00:00:00",0.8140575238498415
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMKN.ME_2020-12-31 00:00:00",0.7087057538183348
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMKN.ME_2021-12-31 00:00:00",0.7189968021053335
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMKN.ME_2022-12-31 00:00:00",0.7816604392398092
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","GMKN.ME_2023-12-31 00:00:00",0.7800302687040842
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FWRD_2020-12-31 00:00:00",0.8539234874194653
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FWRD_2021-12-31 00:00:00",0.8780425488235296
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FWRD_2022-12-31 00:00:00",0.7974846139405045
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FWRD_2023-12-31 00:00:00",0.6157592446643114
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FWRD_2024-09-30 00:00:00",0.12238780209391736
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FUC.F_2021-03-31 00:00:00",0.8471941982049995
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2021-12-31 00:00:00","FUC.F_2022-03-31 00:00:00",0.8586478859524537
