"dtype","param","subjid","fidtc","afidtc","aval"
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","CBCFF_2021-03-31 00:00:00",0.9615918777981287
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","CBCFF_2022-03-31 00:00:00",0.966755228394125
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","CBCFF_2023-03-31 00:00:00",0.9545636549792651
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","CBCFF_2024-03-31 00:00:00",0.9595396976643764
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BRK-B_2020-12-31 00:00:00",0.7696707179410142
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BRK-B_2021-12-31 00:00:00",0.7829331251440264
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BRK-B_2022-12-31 00:00:00",0.7558888214020569
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BRK-B_2023-12-31 00:00:00",0.7759819854158037
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BRK-B_2024-09-30 00:00:00",0.1469996911287974
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BKNG_2020-12-31 00:00:00",0.6187845581432371
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BKNG_2021-12-31 00:00:00",0.6743626673758364
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BKNG_2022-12-31 00:00:00",0.5830155534972948
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BKNG_2023-12-31 00:00:00",0.4487359355837705
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BKNG_2024-09-30 00:00:00",0.22729842778403372
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BABA_2021-03-31 00:00:00",0.8762399417774949
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BABA_2022-03-31 00:00:00",0.8809242439482075
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BABA_2023-03-31 00:00:00",0.8877716438775752
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BABA_2024-03-31 00:00:00",0.8896202547949362
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","BABA_2024-09-30 00:00:00",0.28989748631962575
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AVGO_2021-10-31 00:00:00",0.5595481189458775
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AVGO_2022-10-31 00:00:00",0.5652713313528025
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AVGO_2023-10-31 00:00:00",0.5927862312594956
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AVGO_2024-10-31 00:00:00",0.5373925815561169
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","APH_2020-12-31 00:00:00",0.818239290392122
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","APH_2021-12-31 00:00:00",0.7960673356508589
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","APH_2022-12-31 00:00:00",0.8219675590943645
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","APH_2023-12-31 00:00:00",0.8468766696456665
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","APH_2024-09-30 00:00:00",0.3420355337207512
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ANSS_2020-12-31 00:00:00",0.8026448130417775
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ANSS_2021-12-31 00:00:00",0.8000643159454708
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ANSS_2022-12-31 00:00:00",0.8013364131798528
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ANSS_2023-12-31 00:00:00",0.81448287483213
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ANSS_2024-09-30 00:00:00",0.2849516654975054
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMZN_2020-12-31 00:00:00",0.7582856931233681
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMZN_2021-12-31 00:00:00",0.7932871449795518
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMZN_2022-12-31 00:00:00",0.7574276538338856
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMZN_2023-12-31 00:00:00",0.8111516295490458
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMZN_2024-09-30 00:00:00",0.3429951162076813
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMT_2020-12-31 00:00:00",0.4516279617234883
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMT_2021-12-31 00:00:00",0.4199657543063481
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMT_2022-12-31 00:00:00",0.46783244709120797
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMT_2023-12-31 00:00:00",0.4584097701473493
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMT_2024-09-30 00:00:00",0.22102322836413282
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMGN_2020-12-31 00:00:00",0.4847370124185489
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMGN_2021-12-31 00:00:00",0.4516984285299935
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMGN_2022-12-31 00:00:00",0.4148992564387756
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMGN_2023-12-31 00:00:00",0.39205925357032995
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AMGN_2024-09-30 00:00:00",0.23831402787499448
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AME_2020-12-31 00:00:00",0.7983682526288239
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AME_2021-12-31 00:00:00",0.7664493450571024
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AME_2022-12-31 00:00:00",0.7941473761952555
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AME_2023-12-31 00:00:00",0.7704156318160796
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AME_2024-09-30 00:00:00",0.3337445002448313
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ALFVY_2020-12-31 00:00:00",0.8850214156108208
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ALFVY_2021-12-31 00:00:00",0.8772938091705412
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ALFVY_2022-09-30 00:00:00",0.33490801060542635
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ALFVY_2022-12-31 00:00:00",0.843713223842531
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ALFVY_2023-12-31 00:00:00",0.8658960660595674
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ALFVY_2024-09-30 00:00:00",0.35286806604073456
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ABBV_2020-12-31 00:00:00",0.363592662876173
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ABBV_2021-12-31 00:00:00",0.4076956758873834
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ABBV_2022-12-31 00:00:00",0.4367309464040417
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ABBV_2023-12-31 00:00:00",0.41806946607234197
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","ABBV_2024-09-30 00:00:00",0.2902258303278409
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AAPL_2021-09-30 00:00:00",0.6752224083629401
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AAPL_2022-09-30 00:00:00",0.6522958821111301
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AAPL_2023-09-30 00:00:00",0.6865258818941121
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","AAPL_2024-09-30 00:00:00",0.6637167887456078
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","6268.T_2020-12-31 00:00:00",0.9110906744036158
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","6268.T_2021-12-31 00:00:00",0.859389003382473
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","6268.T_2022-12-31 00:00:00",0.894780268376305
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","6268.T_2023-12-31 00:00:00",0.9113745846399772
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","6268.T_2024-06-30 00:00:00",0.328203589910002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","603288.SS_2020-12-31 00:00:00",0.7572210312224558
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","603288.SS_2021-12-31 00:00:00",0.7691557448130494
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TMSNY_2021-12-31 00:00:00",0.4638853019602066
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TMSNY_2022-12-31 00:00:00",0.5500614473039118
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TMSNY_2023-12-31 00:00:00",0.5832842583537003
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TMSNY_2024-06-30 00:00:00",0.27478117179212574
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TH_2020-12-31 00:00:00",0.5788468666073207
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TH_2021-12-31 00:00:00",0.6092398014701129
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TH_2022-12-31 00:00:00",0.7111242477742884
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TH_2023-12-31 00:00:00",0.8117673410185692
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TH_2024-09-30 00:00:00",0.3270098147254814
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","DIOD_2023-12-31 00:00:00",0.9999999999999998
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGYM.MI_2020-12-31 00:00:00",0.8632389919890424
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGYM.MI_2021-12-31 00:00:00",0.8593131043637591
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGYM.MI_2022-12-31 00:00:00",0.8683474047971873
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGYM.MI_2023-12-31 00:00:00",0.8660724035910933
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGR.BE_2020-12-31 00:00:00",-0.02413289479197008
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGR.BE_2021-12-31 00:00:00",-0.013854081267300221
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGR.BE_2022-12-31 00:00:00",-0.0386373540373879
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGR.BE_2023-12-31 00:00:00",0.014676936316841848
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TGR.BE_2024-09-30 00:00:00",0.33717604118558736
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TDG_2021-09-30 00:00:00",0.2725759282816867
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TDG_2022-09-30 00:00:00",0.24081143589806278
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TDG_2023-09-30 00:00:00",0.31206398372464333
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TDG_2024-09-30 00:00:00",0.22676579484752513
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TCEHY_2020-12-31 00:00:00",0.852222840609972
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TCEHY_2021-12-31 00:00:00",0.8505664665401178
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TCEHY_2022-12-31 00:00:00",0.8491092930531018
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TCEHY_2023-12-31 00:00:00",0.8642815809959126
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","TCEHY_2024-06-30 00:00:00",0.3023121695757452
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","SYK_2020-12-31 00:00:00",0.71336029442549
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","SYK_2021-12-31 00:00:00",0.7614656499269685
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","SYK_2022-12-31 00:00:00",0.7650651418292551
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","SYK_2023-12-31 00:00:00",0.7974517687255166
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","SYK_2024-09-30 00:00:00",0.3310152414595534
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2023-12-31 00:00:00","DIOD_2023-12-31 00:00:00",1.0000000000000002
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHZHY_2022-12-31 00:00:00",0.33915690947817007
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHZHY_2023-12-31 00:00:00",0.29074990537380146
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHW_2020-12-31 00:00:00",0.43189372283312544
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHW_2021-12-31 00:00:00",0.45806266074248037
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHW_2022-12-31 00:00:00",0.4691227440770649
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHW_2023-12-31 00:00:00",0.4763253320909498
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHW_2024-09-30 00:00:00",0.8672310003899008
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHLS_2020-12-31 00:00:00",0.17475711368357394
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHLS_2021-12-31 00:00:00",0.18566306881618433
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHLS_2022-12-31 00:00:00",0.30666504291820984
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHLS_2023-12-31 00:00:00",0.29416749082087473
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SHLS_2024-09-30 00:00:00",0.7684350363263648
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGSOY_2020-12-31 00:00:00",0.3705706372168672
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGSOY_2021-12-31 00:00:00",0.4103748425414975
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGSOY_2022-12-31 00:00:00",0.4066402232361128
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGSOY_2023-12-31 00:00:00",0.41776986355464174
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGIOY_2021-03-31 00:00:00",0.15191082927658295
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGIOY_2022-03-31 00:00:00",0.14988652189549428
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGIOY_2023-03-31 00:00:00",0.16567463689463005
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SGIOY_2024-03-31 00:00:00",0.15270140938228735
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SEIC_2020-12-31 00:00:00",0.3735532307459125
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SEIC_2021-12-31 00:00:00",0.3833436586124974
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SEIC_2022-12-31 00:00:00",0.39476783924432557
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SEIC_2023-12-31 00:00:00",0.3702060121428105
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SEIC_2024-09-30 00:00:00",0.7709353216575249
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SDMHF_2020-12-31 00:00:00",0.3565769268555758
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SDMHF_2021-12-31 00:00:00",0.39922652673122305
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SDMHF_2022-12-31 00:00:00",0.36858440883623833
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SDMHF_2023-12-31 00:00:00",0.19316351012156957
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SDMHF_2024-09-30 00:00:00",0.7943401295526453
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCHYF_2020-12-31 00:00:00",0.09358062872319531
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCHYF_2021-12-31 00:00:00",0.11805640453798835
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCHYF_2022-06-30 00:00:00",0.3910011019403918
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCHYF_2022-12-31 00:00:00",0.07693302352474245
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCHYF_2023-12-31 00:00:00",0.2261828375156996
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCCO_2020-12-31 00:00:00",0.21197645253474773
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCCO_2021-12-31 00:00:00",0.23912404148473032
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCCO_2022-12-31 00:00:00",0.24544394065079506
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCCO_2023-12-31 00:00:00",0.24211883453818756
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SCCO_2024-09-30 00:00:00",0.649110082312829
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SBUX_2021-09-30 00:00:00",0.42339633887075034
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SBUX_2022-09-30 00:00:00",0.45612998549884637
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SBUX_2023-09-30 00:00:00",0.47301425672254443
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SBUX_2024-09-30 00:00:00",0.46093219206532465
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SBGSY_2020-12-31 00:00:00",0.3211811263399704
"DERIVED: NORMALIZED COSINE DISTANCE BETWEEN SUBJECTS","FISTRESN","DIOD","2024-09-30 00:00:00","SBGSY_2021-12-31 00:00:00",0.3333720311779085
