"domain","ficat","subjid","fitest","fiorres","fiorresu","fidtc","fiperiod","fistresn","afidtc","chg"
"MO","INCOME STATEMENT","MSFT","OtherNonOperatingIncomeExpenses",-1865000000,"USD","2024-09-30 00:00:00","TTM",-0.007337031354498603,"",""
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",1067000,"USD","2020-12-31 00:00:00","12M",0.0008680336637610182,"",""
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",1003000,"USD","2021-12-31 00:00:00","12M",0.0005556288022903207,"2021-12-31_2020-12-31",-0.05998125585754452
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",-108000,"USD","2022-12-31 00:00:00","12M",-0.00005398434454008338,"2022-12-31_2021-12-31",-1.1076769690927217
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",-16000,"USD","2023-12-31 00:00:00","12M",-0.000009628467527090596,"2023-12-31_2022-12-31",-0.8518518518518519
"MO","INCOME STATEMENT","DIOD","PretaxIncome",120341000,"USD","2020-12-31 00:00:00","12M",0.09790069271852361,"",""
"MO","INCOME STATEMENT","DIOD","PretaxIncome",315095000,"USD","2021-12-31 00:00:00","12M",0.1745522008551033,"2021-12-31_2020-12-31",1.6183511853815409
"MO","INCOME STATEMENT","DIOD","PretaxIncome",395940000,"USD","2022-12-31 00:00:00","12M",0.1979126053444501,"2022-12-31_2021-12-31",0.25657341436709563
"MO","INCOME STATEMENT","DIOD","PretaxIncome",277933000,"USD","2023-12-31 00:00:00","12M",0.1672543040754294,"2023-12-31_2022-12-31",-0.2980426327221296
"MO","INCOME STATEMENT","DIOD","PretaxIncome",78290000,"USD","2024-09-30 00:00:00","TTM",0.0604779682986989,"",""
"MO","INCOME STATEMENT","MSFT","PretaxIncome",71102000000,"USD","2021-06-30 00:00:00","12M",0.4230046166293846,"",""
"MO","INCOME STATEMENT","MSFT","PretaxIncome",83716000000,"USD","2022-06-30 00:00:00","12M",0.4222323094769758,"2022-06-30_2021-06-30",0.17740710528536469
"MO","INCOME STATEMENT","MSFT","PretaxIncome",89311000000,"USD","2023-06-30 00:00:00","12M",0.42144727838992047,"2023-06-30_2022-06-30",0.06683310239380763
"MO","INCOME STATEMENT","MSFT","PretaxIncome",107787000000,"USD","2024-06-30 00:00:00","12M",0.43972797219343834,"2024-06-30_2023-06-30",0.206872613675807
"MO","INCOME STATEMENT","MSFT","PretaxIncome",110772000000,"USD","2024-09-30 00:00:00","TTM",0.43578425587159214,"",""
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",706348000,"USD","2020-12-31 00:00:00","12M",0.5746334042457991,"",""
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",1028583000,"USD","2021-12-31 00:00:00","12M",0.5698009375335843,"2021-12-31_2020-12-31",0.45619864429431384
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",1061194000,"USD","2022-12-31 00:00:00","12M",0.5304431714802708,"2022-12-31_2021-12-31",0.03170478221008902
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",881509000,"USD","2023-12-31 00:00:00","12M",0.5304737988336315,"2023-12-31_2022-12-31",-0.16932342248448445
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",735477000,"USD","2024-09-30 00:00:00","TTM",0.5681460555680441,"",""
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",52232000000,"USD","2021-06-30 00:00:00","12M",0.31074199228975297,"",""
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",62650000000,"USD","2022-06-30 00:00:00","12M",0.315983255157109,"2022-06-30_2021-06-30",0.19945627201715424
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",65863000000,"USD","2023-06-30 00:00:00","12M",0.3107991411650898,"2023-06-30_2022-06-30",0.05128491620111732
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",74114000000,"USD","2024-06-30 00:00:00","12M",0.3023555617202862,"2024-06-30_2023-06-30",0.12527519244492355
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",77911000000,"USD","2024-09-30 00:00:00","TTM",0.30650694362484754,"",""
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",108007000,"USD","2020-12-31 00:00:00","12M",0.08786664659965913,"",""
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",122435000,"USD","2021-12-31 00:00:00","12M",0.06782493759562853,"2021-12-31_2020-12-31",0.13358393437462387
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",127759000,"USD","2022-12-31 00:00:00","12M",0.06386098031570844,"2022-12-31_2021-12-31",0.043484297790664435
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",137330000,"USD","2023-12-31 00:00:00","12M",0.08264234034345948,"2023-12-31_2022-12-31",0.07491448743337065
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",136893000,"USD","2024-09-30 00:00:00","TTM",0.10574799481816054,"",""
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",11686000000,"USD","2021-06-30 00:00:00","12M",0.06952310694398173,"",""
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",14460000000,"USD","2022-06-30 00:00:00","12M",0.07293085186866394,"2022-06-30_2021-06-30",0.2373780592161561
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",13861000000,"USD","2023-06-30 00:00:00","12M",0.06540830049784112,"2023-06-30_2022-06-30",-0.041424619640387274
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",22287000000,"USD","2024-06-30 00:00:00","12M",0.09092207145829424,"2024-06-30_2023-06-30",0.6078926484380637
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",25749000000,"USD","2024-09-30 00:00:00","TTM",0.10129824147291396,"",""
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",94288000,"USD","2020-12-31 00:00:00","12M",0.07670586512530354,"",""
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",119200000,"USD","2021-12-31 00:00:00","12M",0.06603285466899923,"2021-12-31_2020-12-31",0.2642117766842016
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",126316000,"USD","2022-12-31 00:00:00","12M",0.06313968949004789,"2022-12-31_2021-12-31",0.05969798657718121
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",134868000,"USD","2023-12-31 00:00:00","12M",0.0811607599027284,"2023-12-31_2022-12-31",0.06770322049463251
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",133801000,"USD","2024-09-30 00:00:00","TTM",0.10335946655172068,"",""
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",20716000000,"USD","2021-06-30 00:00:00","12M",0.12324496692208843,"",""
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",24512000000,"USD","2022-06-30 00:00:00","12M",0.12362939426035205,"2022-06-30_2021-06-30",0.18324000772349874
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",27195000000,"USD","2023-06-30 00:00:00","12M",0.12832975485454073,"2023-06-30_2022-06-30",0.10945659268929504
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",29510000000,"USD","2024-06-30 00:00:00","12M",0.12038903076835208,"2024-06-30_2023-06-30",0.08512594226879941
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",30395000000,"USD","2024-09-30 00:00:00","TTM",0.11957590778551477,"",""
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",0,"USD","2021-12-31 00:00:00","12M",0,"",""
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",0,"USD","2022-12-31 00:00:00","12M",0,"",""
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",1583000,"USD","2023-12-31 00:00:00","12M",0.0009526165059615258,"2023-12-31_2022-12-31",Infinity
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",7056000,"USD","2024-09-30 00:00:00","TTM",0.005450664763259924,"",""
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",20117000000,"USD","2021-06-30 00:00:00","12M",0.1196813573842273,"",""
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",21825000000,"USD","2022-06-30 00:00:00","12M",0.11007716749886519,"2022-06-30_2021-06-30",0.08490331560371825
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",22759000000,"USD","2023-06-30 00:00:00","12M",0.10739683363612769,"2023-06-30_2022-06-30",0.04279495990836197
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",24456000000,"USD","2024-06-30 00:00:00","12M",0.09977072641378579,"2024-06-30_2023-06-30",0.07456390878333846
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",24986000000,"USD","2024-09-30 00:00:00","TTM",0.0982965498249341,"",""
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",185067000,"USD","2020-12-31 00:00:00","12M",0.1505570628409188,"",""
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",257710000,"USD","2021-12-31 00:00:00","12M",0.14276281020761572,"2021-12-31_2020-12-31",0.39252270799224065
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",280877000,"USD","2022-12-31 00:00:00","12M",0.1403977846424537,"2022-12-31_2021-12-31",0.0898956191067479
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",257939000,"USD","2023-12-31 00:00:00","12M",0.15522233034188884,"2023-12-31_2022-12-31",-0.08166564012005255
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",228074000,"USD","2024-09-30 00:00:00","TTM",0.17618408662354648,"",""
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",25224000000,"USD","2021-06-30 00:00:00","12M",0.15006425205844556,"",""
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",27725000000,"USD","2022-06-30 00:00:00","12M",0.13983456902204064,"2022-06-30_2021-06-30",0.09915160164922296
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",30334000000,"USD","2023-06-30 00:00:00","12M",0.1431422976193285,"2023-06-30_2022-06-30",0.09410279531109107
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",32065000000,"USD","2024-06-30 00:00:00","12M",0.13081241177862452,"2024-06-30_2023-06-30",0.057064679897145115
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",32794000000,"USD","2024-09-30 00:00:00","TTM",0.12901372988709234,"",""
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",-106000,"USD","2020-12-31 00:00:00","12M",-0.00008623389724336263,"",""
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",-246000,"USD","2021-12-31 00:00:00","12M",-0.00013627585779004875,"2021-12-31_2020-12-31",1.320754716981132
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",3651000,"USD","2022-12-31 00:00:00","12M",0.0018249707584800407,"2022-12-31_2021-12-31",-15.841463414634147
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",462000,"USD","2023-12-31 00:00:00","12M",0.00027802199984474095,"2023-12-31_2022-12-31",-0.8734593262119967
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",514000,"USD","2024-09-30 00:00:00","TTM",0.0003970580624030047,"",""
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-13000000,"USD","2021-06-30 00:00:00","12M",-0.00007734044072152682,"",""
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-101000000,"USD","2022-06-30 00:00:00","12M",-0.0005094063650577496,"2022-06-30_2021-06-30",6.769230769230769
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-30000000,"USD","2023-06-30 00:00:00","12M",-0.0001415661939928745,"2023-06-30_2022-06-30",-0.7029702970297029
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-206000000,"USD","2024-06-30 00:00:00","12M",-0.000840397842706897,"2024-06-30_2023-06-30",5.866666666666666
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-207000000,"USD","2024-09-30 00:00:00","TTM",-0.0008143514693733034,"",""
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",-1371475,"USD","2020-12-31 00:00:00","12M",-0.0011157323983192525,"",""
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",6416250,"USD","2021-12-31 00:00:00","12M",0.0035543901322983755,"2021-12-31_2020-12-31",-5.678357243114165
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",-1535963,"USD","2022-12-31 00:00:00","12M",-0.0007677588499335193,"2022-12-31_2021-12-31",-1.239386401714397
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",2289050,"USD","2023-12-31 00:00:00","12M",0.0013775027245554205,"2023-12-31_2022-12-31",-2.4903028263050606
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",-239390.343594,"USD","2024-09-30 00:00:00","TTM",-0.00018492580931016184,"",""
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",180160797.164637,"USD","2021-06-30 00:00:00","12M",0.0010718242656503557,"",""
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",43754000,"USD","2022-06-30 00:00:00","12M",0.00022067887224491855,"2022-06-30_2021-06-30",-0.7571391740678405
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",-2850000,"USD","2023-06-30 00:00:00","12M",-0.000013448788429323077,"2023-06-30_2022-06-30",-1.0651369017689811
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",-99918000,"USD","2024-06-30 00:00:00","12M",-0.00040762559052227057,"2024-06-30_2023-06-30",34.05894736842105
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",-24325461.307912,"USD","2024-09-30 00:00:00","TTM",-0.00009569794762937959,"",""
"MO","INCOME STATEMENT","DIOD","TaxProvision",21112000,"USD","2020-12-31 00:00:00","12M",0.017175189043413887,"",""
"MO","INCOME STATEMENT","DIOD","TaxProvision",78807000,"USD","2021-12-31 00:00:00","12M",0.04365646961325355,"2021-12-31_2020-12-31",2.732805987116332
"MO","INCOME STATEMENT","DIOD","TaxProvision",56685000,"USD","2022-12-31 00:00:00","12M",0.028334283057913204,"2022-12-31_2021-12-31",-0.2807111043435228
"MO","INCOME STATEMENT","DIOD","TaxProvision",47285000,"USD","2023-12-31 00:00:00","12M",0.028455130438654927,"2023-12-31_2022-12-31",-0.16582870247860987
"MO","INCOME STATEMENT","DIOD","TaxProvision",12570000,"USD","2024-09-30 00:00:00","TTM",0.009710155339310834,"",""
"MO","INCOME STATEMENT","MSFT","TaxProvision",9831000000,"USD","2021-06-30 00:00:00","12M",0.058487220979486935,"",""
"MO","INCOME STATEMENT","MSFT","TaxProvision",10978000000,"USD","2022-06-30 00:00:00","12M",0.05536894134261361,"2022-06-30_2021-06-30",0.11667175261926559
"MO","INCOME STATEMENT","MSFT","TaxProvision",16950000000,"USD","2023-06-30 00:00:00","12M",0.07998489960597409,"2023-06-30_2022-06-30",0.5439970850792494
"MO","INCOME STATEMENT","MSFT","TaxProvision",19651000000,"USD","2024-06-30 00:00:00","12M",0.0801682427525885,"2024-06-30_2023-06-30",0.1593510324483776
"MO","INCOME STATEMENT","MSFT","TaxProvision",20260000000,"USD","2024-09-30 00:00:00","TTM",0.07970415830677839,"",""
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.175,"USD","2020-12-31 00:00:00","12M",1.4236728318479679e-10,"",""
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.25,"USD","2021-12-31 00:00:00","12M",1.38491725396391e-10,"2021-12-31_2020-12-31",0.42857142857142866
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.143,"USD","2022-12-31 00:00:00","12M",7.147927101140669e-11,"2022-12-31_2021-12-31",-0.42800000000000005
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.17,"USD","2023-12-31 00:00:00","12M",1.0230246747533759e-10,"2023-12-31_2022-12-31",0.188811188811189
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.160557,"USD","2024-09-30 00:00:00","TTM",1.2402811541875335e-10,"",""
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.138266,"USD","2021-06-30 00:00:00","12M",8.225810289848175e-13,"",""
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.131,"USD","2022-06-30 00:00:00","12M",6.607151863620316e-13,"2022-06-30_2021-06-30",-0.052550880187464705
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.19,"USD","2023-06-30 00:00:00","12M",8.965858952882052e-13,"2023-06-30_2022-06-30",0.45038167938931295
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.182,"USD","2024-06-30 00:00:00","12M",7.424874144303652e-13,"2024-06-30_2023-06-30",-0.04210526315789477
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.182898,"USD","2024-09-30 00:00:00","TTM",7.19532633069751e-13,"",""
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1094777000,"USD","2020-12-31 00:00:00","12M",0.8906310124754416,"",""
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1528931000,"USD","2021-12-31 00:00:00","12M",0.846977168808118,"2021-12-31_2020-12-31",0.39656843357140314
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1596038000,"USD","2022-12-31 00:00:00","12M",0.7977876415839407,"2022-12-31_2021-12-31",0.04389145095494826
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1411630000,"USD","2023-12-31 00:00:00","12M",0.8494896009541811,"2023-12-31_2022-12-31",-0.11554110867034494
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1235799000,"USD","2024-09-30 00:00:00","TTM",0.9546380475867136,"",""
"MO","INCOME STATEMENT","MSFT","TotalExpenses",98172000000,"USD","2021-06-30 00:00:00","12M",0.584051211270287,"",""
"MO","INCOME STATEMENT","MSFT","TotalExpenses",114887000000,"USD","2022-06-30 00:00:00","12M",0.5794472184395016,"2022-06-30_2021-06-30",0.17026239661003137
"MO","INCOME STATEMENT","MSFT","TotalExpenses",123392000000,"USD","2023-06-30 00:00:00","12M",0.582271193638959,"2023-06-30_2022-06-30",0.07402926353721483
"MO","INCOME STATEMENT","MSFT","TotalExpenses",135689000000,"USD","2024-06-30 00:00:00","12M",0.5535570042672628,"2024-06-30_2023-06-30",0.0996580005186722
"MO","INCOME STATEMENT","MSFT","TotalExpenses",141100000000,"USD","2024-09-30 00:00:00","TTM",0.5550965812974546,"",""
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",134332000,"USD","2020-12-31 00:00:00","12M",0.10928275362731499,"",""
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",275985000,"USD","2021-12-31 00:00:00","12M",0.1528865553340919,"2021-12-31_2020-12-31",1.0544993002411935
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",408193000,"USD","2022-12-31 00:00:00","12M",0.20403732917453937,"2022-12-31_2021-12-31",0.4790405275649039
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",250571000,"USD","2023-12-31 00:00:00","12M",0.15078842104566362,"2023-12-31_2022-12-31",-0.3861457692807079
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",59236000,"USD","2024-09-30 00:00:00","TTM",0.04575901047568946,"",""
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",69916000000,"USD","2021-06-30 00:00:00","12M",0.415948788729713,"",""
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",83383000000,"USD","2022-06-30 00:00:00","12M",0.4205527815604983,"2022-06-30_2021-06-30",0.19261685451112764
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",88523000000,"USD","2023-06-30 00:00:00","12M",0.417728806361041,"2023-06-30_2022-06-30",0.06164326061667246
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",109433000000,"USD","2024-06-30 00:00:00","12M",0.44644299573273716,"2024-06-30_2023-06-30",0.236209798583419
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",113090000000,"USD","2024-09-30 00:00:00","TTM",0.44490341870254535,"",""
"MO","INCOME STATEMENT","DIOD","TotalRevenue",1229215000,"USD","2020-12-31 00:00:00","12M",1,"",""
"MO","INCOME STATEMENT","DIOD","TotalRevenue",1805162000,"USD","2021-12-31 00:00:00","12M",1,"2021-12-31_2020-12-31",0.4685486265624809
"MO","INCOME STATEMENT","DIOD","TotalRevenue",2000580000,"USD","2022-12-31 00:00:00","12M",1,"2022-12-31_2021-12-31",0.10825510397404776
"MO","INCOME STATEMENT","DIOD","TotalRevenue",1661739000,"USD","2023-12-31 00:00:00","12M",1,"2023-12-31_2022-12-31",-0.16937138229913326
"MO","INCOME STATEMENT","DIOD","TotalRevenue",1294521000,"USD","2024-09-30 00:00:00","TTM",1,"",""
"MO","INCOME STATEMENT","MSFT","TotalRevenue",168088000000,"USD","2021-06-30 00:00:00","12M",1,"",""
"MO","INCOME STATEMENT","MSFT","TotalRevenue",198270000000,"USD","2022-06-30 00:00:00","12M",1,"2022-06-30_2021-06-30",0.17956070629670173
"MO","INCOME STATEMENT","MSFT","TotalRevenue",211915000000,"USD","2023-06-30 00:00:00","12M",1,"2023-06-30_2022-06-30",0.06882029555656428
"MO","INCOME STATEMENT","MSFT","TotalRevenue",245122000000,"USD","2024-06-30 00:00:00","12M",1,"2024-06-30_2023-06-30",0.15669962013071279
"MO","INCOME STATEMENT","MSFT","TotalRevenue",254190000000,"USD","2024-09-30 00:00:00","TTM",1,"",""
"MO","INCOME STATEMENT","DIOD","TotalUnusualItems",-7837000,"USD","2020-12-31 00:00:00","12M",-0.006375613704681443,"",""
"MO","INCOME STATEMENT","DIOD","TotalUnusualItems",25665000,"USD","2021-12-31 00:00:00","12M",0.014217560529193502,"2021-12-31_2020-12-31",-4.274850070179916
"MO","INCOME STATEMENT","DIOD","TotalUnusualItems",-10741000,"USD","2022-12-31 00:00:00","12M",-0.005368943006528107,"2022-12-31_2021-12-31",-1.4185076953048898
"MO","INCOME STATEMENT","DIOD","TotalUnusualItems",13465000,"USD","2023-12-31 00:00:00","12M",0.00810295720326718,"2023-12-31_2022-12-31",-2.253607671538963
"MO","INCOME STATEMENT","DIOD","TotalUnusualItems",-1491000,"USD","2024-09-30 00:00:00","TTM",-0.0011517773755698054,"",""
"MO","INCOME STATEMENT","MSFT","TotalUnusualItems",1303000000,"USD","2021-06-30 00:00:00","12M",0.007751891866165342,"",""
"MO","INCOME STATEMENT","MSFT","TotalUnusualItems",334000000,"USD","2022-06-30 00:00:00","12M",0.00168457154385434,"2022-06-30_2021-06-30",-0.7436684574059862
"MO","INCOME STATEMENT","MSFT","TotalUnusualItems",-15000000,"USD","2023-06-30 00:00:00","12M",-0.00007078309699643725,"2023-06-30_2022-06-30",-1.0449101796407185
"MO","INCOME STATEMENT","MSFT","TotalUnusualItems",-549000000,"USD","2024-06-30 00:00:00","12M",-0.0022397010468256625,"2024-06-30_2023-06-30",35.6
"MO","INCOME STATEMENT","MSFT","TotalUnusualItems",-133000000,"USD","2024-09-30 00:00:00","TTM",-0.000523230654235021,"",""
"MO","INCOME STATEMENT","DIOD","TotalUnusualItemsExcludingGoodwill",-7837000,"USD","2020-12-31 00:00:00","12M",-0.006375613704681443,"",""
"MO","INCOME STATEMENT","DIOD","TotalUnusualItemsExcludingGoodwill",25665000,"USD","2021-12-31 00:00:00","12M",0.014217560529193502,"2021-12-31_2020-12-31",-4.274850070179916
"MO","INCOME STATEMENT","DIOD","TotalUnusualItemsExcludingGoodwill",-10741000,"USD","2022-12-31 00:00:00","12M",-0.005368943006528107,"2022-12-31_2021-12-31",-1.4185076953048898
"MO","INCOME STATEMENT","DIOD","TotalUnusualItemsExcludingGoodwill",13465000,"USD","2023-12-31 00:00:00","12M",0.00810295720326718,"2023-12-31_2022-12-31",-2.253607671538963
"MO","INCOME STATEMENT","DIOD","TotalUnusualItemsExcludingGoodwill",-1491000,"USD","2024-09-30 00:00:00","TTM",-0.0011517773755698054,"",""
"MO","INCOME STATEMENT","MSFT","TotalUnusualItemsExcludingGoodwill",1303000000,"USD","2021-06-30 00:00:00","12M",0.007751891866165342,"",""
"MO","INCOME STATEMENT","MSFT","TotalUnusualItemsExcludingGoodwill",334000000,"USD","2022-06-30 00:00:00","12M",0.00168457154385434,"2022-06-30_2021-06-30",-0.7436684574059862
"MO","INCOME STATEMENT","MSFT","TotalUnusualItemsExcludingGoodwill",-15000000,"USD","2023-06-30 00:00:00","12M",-0.00007078309699643725,"2023-06-30_2022-06-30",-1.0449101796407185
"MO","INCOME STATEMENT","MSFT","TotalUnusualItemsExcludingGoodwill",-549000000,"USD","2024-06-30 00:00:00","12M",-0.0022397010468256625,"2024-06-30_2023-06-30",35.6
"MO","INCOME STATEMENT","MSFT","TotalUnusualItemsExcludingGoodwill",-133000000,"USD","2024-09-30 00:00:00","TTM",-0.000523230654235021,"",""
"MO","INCOME STATEMENT","MSFT","WriteOff",13000000,"USD","2021-06-30 00:00:00","12M",0.00007734044072152682,"",""
"MO","INCOME STATEMENT","MSFT","WriteOff",101000000,"USD","2022-06-30 00:00:00","12M",0.0005094063650577496,"2022-06-30_2021-06-30",6.769230769230769
"MO","INCOME STATEMENT","MSFT","WriteOff",30000000,"USD","2023-06-30 00:00:00","12M",0.0001415661939928745,"2023-06-30_2022-06-30",-0.7029702970297029
"MO","INCOME STATEMENT","MSFT","WriteOff",206000000,"USD","2024-06-30 00:00:00","12M",0.000840397842706897,"2024-06-30_2023-06-30",5.866666666666666
"MO","INCOME STATEMENT","MSFT","WriteOff",207000000,"USD","2024-09-30 00:00:00","TTM",0.0008143514693733034,"",""
"MO","BALANCE SHEET","DIOD","AccountsPayable",168045000,"USD","2020-12-31 00:00:00","12M",0.13670920058736674,"",""
"MO","BALANCE SHEET","DIOD","AccountsPayable",221254000,"USD","2021-12-31 00:00:00","12M",0.12256739284341239,"2021-12-31_2020-12-31",0.3166354250349609
"MO","BALANCE SHEET","DIOD","AccountsPayable",160442000,"USD","2022-12-31 00:00:00","12M",0.08019774265463016,"2022-12-31_2021-12-31",-0.2748515281079664
"MO","BALANCE SHEET","DIOD","AccountsPayable",158261000,"USD","2023-12-31 00:00:00","12M",0.0952381812065553,"2023-12-31_2022-12-31",-0.013593697410902382
"MO","BALANCE SHEET","MSFT","AccountsPayable",15163000000,"USD","2021-06-30 00:00:00","12M",0.0902087002046547,"",""
"MO","BALANCE SHEET","MSFT","AccountsPayable",19000000000,"USD","2022-06-30 00:00:00","12M",0.09582892015937862,"2022-06-30_2021-06-30",0.2530501879575282
"MO","BALANCE SHEET","MSFT","AccountsPayable",18095000000,"USD","2023-06-30 00:00:00","12M",0.0853880093433688,"2023-06-30_2022-06-30",-0.04763157894736842
"MO","BALANCE SHEET","MSFT","AccountsPayable",21996000000,"USD","2024-06-30 00:00:00","12M",0.08973490751544129,"2024-06-30_2023-06-30",0.21558441558441557
"MO","BALANCE SHEET","DIOD","AccountsReceivable",320061000,"USD","2020-12-31 00:00:00","12M",0.26037837156233856,"",""
"MO","BALANCE SHEET","DIOD","AccountsReceivable",358496000,"USD","2021-12-31 00:00:00","12M",0.19859491835081838,"2021-12-31_2020-12-31",0.12008648351408013
"MO","BALANCE SHEET","DIOD","AccountsReceivable",369233000,"USD","2022-12-31 00:00:00","12M",0.18456297673674635,"2022-12-31_2021-12-31",0.029950124966526822
"MO","BALANCE SHEET","DIOD","AccountsReceivable",371930000,"USD","2023-12-31 00:00:00","12M",0.22381974545942535,"2023-12-31_2022-12-31",0.007304330869667662
