"domain","ficat","subjid","fitest","fiorres","fiorresu","fidtc","fiperiod","fistresn","afidtc","chg"
"FI","BALANCE SHEET","DIOD","TradeandOtherPayablesNonCurrent",34035000,"USD","2024-03-31","3M",0.11270912534937014,"",""
"FI","BALANCE SHEET","DIOD","TradeandOtherPayablesNonCurrent",34035000,"USD","2024-06-30","3M",0.10643554293541316,"",""
"FI","BALANCE SHEET","DIOD","TradeandOtherPayablesNonCurrent",34035000,"USD","2024-09-30","3M",0.09722091299392423,"2024-09-30_2023-09-30",0.07722740940022155
"FI","BALANCE SHEET","DIOD","TreasuryStock",337986000,"USD","2023-09-30","3M",0.8352613512518319,"",""
"FI","BALANCE SHEET","DIOD","TreasuryStock",337986000,"USD","2023-12-31","3M",1.0473723190961237,"",""
"FI","BALANCE SHEET","DIOD","TreasuryStock",337986000,"USD","2024-03-31","3M",1.1192627130992276,"",""
"FI","BALANCE SHEET","DIOD","TreasuryStock",338052000,"USD","2024-06-30","3M",1.057169036591811,"",""
"FI","BALANCE SHEET","DIOD","TreasuryStock",338100000,"USD","2024-09-30","3M",0.9657820092036369,"2024-09-30_2023-09-30",0.00033729207718662905
"FI","BALANCE SHEET","DIOD","WorkInProcess",64789000,"USD","2023-09-30","3M",0.16011239425968807,"",""
"FI","BALANCE SHEET","DIOD","WorkInProcess",72876000,"USD","2023-12-31","3M",0.2258327419669723,"",""
"FI","BALANCE SHEET","DIOD","WorkInProcess",74432000,"USD","2024-03-31","3M",0.2464864292053568,"",""
"FI","BALANCE SHEET","DIOD","WorkInProcess",76287000,"USD","2024-06-30","3M",0.23856759993870613,"",""
"FI","BALANCE SHEET","DIOD","WorkInProcess",70514000,"USD","2024-09-30","3M",0.20142310735576827,"2024-09-30_2023-09-30",0.08836376545401226
"FI","BALANCE SHEET","DIOD","WorkingCapital",767675000,"USD","2023-09-30","3M",1.8971473901944165,"",""
"FI","BALANCE SHEET","DIOD","WorkingCapital",793887000,"USD","2023-12-31","3M",2.460147072039269,"",""
"FI","BALANCE SHEET","DIOD","WorkingCapital",823950000,"USD","2024-03-31","3M",2.728564237743897,"",""
"FI","BALANCE SHEET","DIOD","WorkingCapital",859509000,"USD","2024-06-30","3M",2.68788914566987,"",""
"FI","BALANCE SHEET","DIOD","WorkingCapital",909661000,"USD","2024-09-30","3M",2.598444922431794,"2024-09-30_2023-09-30",0.1849558732536555
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3808000,"USD","2023-09-30","3M",0.009410671523574868,"",""
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3806000,"USD","2023-12-31","3M",0.011794272681353211,"",""
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3810000,"USD","2024-03-31","3M",0.01261706383373293,"",""
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3854000,"USD","2024-06-30","3M",0.012052374980845668,"",""
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",3833000,"USD","2024-09-30","3M",0.010948957235366874,"2024-09-30_2023-09-30",0.006565126050420168
"FI","CASH FLOWS","DIOD","AmortizationCashFlow",15303000,"USD","2024-09-30","TTM",0.011821360951270779,"",""
"FI","CASH FLOWS","DIOD","AmortizationOfIntangibles",3808000,"USD","2023-09-30","3M",0.009410671523574868,"",""
"FI","CASH FLOWS","DIOD","AmortizationOfIntangibles",3806000,"USD","2023-12-31","3M",0.011794272681353211,"",""
"FI","CASH FLOWS","DIOD","BeginningCashPosition",297637000,"USD","2023-12-31","3M",0.9223362948134329,"",""
"FI","CASH FLOWS","DIOD","BeginningCashPosition",318483000,"USD","2024-03-31","3M",1.05467725484482,"",""
"FI","CASH FLOWS","DIOD","BeginningCashPosition",270560000,"USD","2024-06-30","3M",0.8461054942443186,"",""
"FI","CASH FLOWS","DIOD","BeginningCashPosition",267657000,"USD","2024-09-30","3M",0.7645617132133032,"2024-09-30_2023-09-30",-0.17577047201419
"FI","CASH FLOWS","DIOD","BeginningCashPosition",297637000,"USD","2024-09-30","TTM",0.2299205652129243,"",""
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",9864000,"USD","2023-09-30","3M",0.024376802496991205,"",""
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-15834000,"USD","2023-12-31","3M",-0.049067397171977604,"",""
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-15469000,"USD","2024-03-31","3M",-0.05122660379107997,"",""
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-454000,"USD","2024-06-30","3M",-0.001419766020058104,"",""
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-3516000,"USD","2024-09-30","3M",-0.010043447336172693,"2024-09-30_2023-09-30",-1.356447688564477
"FI","CASH FLOWS","DIOD","ChangeInAccruedExpense",-35273000,"USD","2024-09-30","TTM",-0.027247916410780514,"",""
"FI","CASH FLOWS","DIOD","ChangeInInventory",-21683000,"USD","2023-09-30","3M",-0.05358497653510343,"",""
"FI","CASH FLOWS","DIOD","ChangeInInventory",-39852000,"USD","2023-12-31","3M",-0.12349588935819447,"",""
"FI","CASH FLOWS","DIOD","ChangeInInventory",-40435000,"USD","2024-03-31","3M",-0.1339031433377929,"",""
"FI","CASH FLOWS","DIOD","ChangeInInventory",-33920000,"USD","2024-06-30","3M",-0.10607591057350417,"",""
"FI","CASH FLOWS","DIOD","ChangeInInventory",-15800000,"USD","2024-09-30","3M",-0.04513267005447342,"2024-09-30_2023-09-30",-0.27131854448185216
"FI","CASH FLOWS","DIOD","ChangeInInventory",-130007000,"USD","2024-09-30","TTM",-0.10042865276036464,"",""
"FI","CASH FLOWS","DIOD","ChangeInTaxPayable",3759000,"USD","2023-09-30","3M",0.009289578323822987,"",""
"FI","CASH FLOWS","DIOD","ChangeInTaxPayable",-20247000,"USD","2023-12-31","3M",-0.0627426797108141,"",""
"FI","CASH FLOWS","DIOD","ChangeInTaxPayable",2857000,"USD","2024-03-31","3M",0.009461142092644351,"",""
"FI","CASH FLOWS","DIOD","ChangeInTaxPayable",-4015000,"USD","2024-06-30","3M",-0.012555860287518256,"",""
"FI","CASH FLOWS","DIOD","ChangeInTaxPayable",-5817000,"USD","2024-09-30","3M",-0.016616249475118472,"2024-09-30_2023-09-30",-2.547486033519553
"FI","CASH FLOWS","DIOD","ChangeInTaxPayable",-27222000,"USD","2024-09-30","TTM",-0.021028627577304657,"",""
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",24588000,"USD","2023-09-30","3M",0.06076407337753647,"",""
"FI","BALANCE SHEET","DIOD","IncomeTaxPayable",13283000,"USD","2024-03-31","3M",0.043987522021909316,"",""
"FI","BALANCE SHEET","DIOD","IncomeTaxPayable",9145000,"USD","2024-06-30","3M",0.0285985908665889,"",""
"FI","BALANCE SHEET","DIOD","IncomeTaxPayable",3506000,"USD","2024-09-30","3M",0.010014882355125557,"2024-09-30_2023-09-30",-0.8827110932691021
"FI","BALANCE SHEET","DIOD","MachineryFurnitureEquipment",1201400000,"USD","2023-12-31","3M",3.7229740408244214,"",""
"FI","BALANCE SHEET","DIOD","MinorityInterest",69221000,"USD","2023-09-30","3M",0.17106515061275632,"",""
"FI","BALANCE SHEET","DIOD","MinorityInterest",68936000,"USD","2023-12-31","3M",0.2136232216399803,"",""
"FI","BALANCE SHEET","DIOD","MinorityInterest",76221000,"USD","2024-03-31","3M",0.2524108195461831,"",""
"FI","BALANCE SHEET","DIOD","MinorityInterest",77221000,"USD","2024-06-30","3M",0.24148844016499307,"",""
"FI","BALANCE SHEET","DIOD","MinorityInterest",71725000,"USD","2024-09-30","3M",0.20488232656057634,"2024-09-30_2023-09-30",0.036173993441296716
"FI","BALANCE SHEET","DIOD","NetPPE",736126000,"USD","2023-09-30","3M",1.81918066858274,"",""
"FI","BALANCE SHEET","DIOD","NetPPE",746169000,"USD","2023-12-31","3M",2.3122755261094703,"",""
"FI","BALANCE SHEET","DIOD","NetPPE",723478000,"USD","2024-03-31","3M",2.3958446478481448,"",""
"FI","BALANCE SHEET","DIOD","NetPPE",707617000,"USD","2024-06-30","3M",2.2128867220604747,"",""
"FI","BALANCE SHEET","DIOD","NetPPE",703725000,"USD","2024-09-30","3M",2.0101891287395133,"2024-09-30_2023-09-30",-0.04401556255314987
"FI","BALANCE SHEET","DIOD","OtherCurrentAssets",117191000,"USD","2023-09-30","3M",0.28961292188005844,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentAssets",97024000,"USD","2023-12-31","3M",0.3006640863467194,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentAssets",100016000,"USD","2024-03-31","3M",0.3312095161140768,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentAssets",97115000,"USD","2024-06-30","3M",0.3037017115373189,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentAssets",96921000,"USD","2024-09-30","3M",0.2768546528069379,"2024-09-30_2023-09-30",-0.17296550076371053
"FI","BALANCE SHEET","DIOD","OtherCurrentBorrowings",1124000,"USD","2023-09-30","3M",0.0027777297249207333,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentBorrowings",4419000,"USD","2023-12-31","3M",0.013693875716999433,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentBorrowings",1270000,"USD","2024-03-31","3M",0.004205687944577643,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentBorrowings",1344000,"USD","2024-06-30","3M",0.004203007777440731,"",""
"FI","BALANCE SHEET","DIOD","OtherCurrentBorrowings",1446000,"USD","2024-09-30","3M",0.004130496259415732,"2024-09-30_2023-09-30",0.28647686832740216
"FI","BALANCE SHEET","DIOD","OtherCurrentLiabilities",137000,"USD","2023-12-31","3M",0.00042454423472028114,"",""
"FI","BALANCE SHEET","DIOD","Payables",190971000,"USD","2023-09-30","3M",0.4719446826493215,"",""
"FI","BALANCE SHEET","DIOD","Payables",171938000,"USD","2023-12-31","3M",0.5328123111630343,"",""
"FI","BALANCE SHEET","DIOD","Payables",162511000,"USD","2024-03-31","3M",0.5381657902057144,"",""
"FI","BALANCE SHEET","DIOD","Payables",165832000,"USD","2024-06-30","3M",0.5185961203486245,"",""
"FI","BALANCE SHEET","DIOD","Payables",153753000,"USD","2024-09-30","3M",0.4391951530940159,"2024-09-30_2023-09-30",-0.1948882291028481
"FI","BALANCE SHEET","DIOD","PreferredStock",0,"USD","2023-09-30","3M",0,"",""
"FI","BALANCE SHEET","DIOD","PreferredStock",0,"USD","2023-12-31","3M",0,"",""
"FI","BALANCE SHEET","DIOD","PreferredStock",0,"USD","2024-03-31","3M",0,"",""
"FI","BALANCE SHEET","DIOD","PreferredStock",0,"USD","2024-06-30","3M",0,"",""
"FI","BALANCE SHEET","DIOD","PreferredStock",0,"USD","2024-09-30","3M",0,"",""
"FI","BALANCE SHEET","DIOD","Receivables",414188000,"USD","2023-09-30","3M",1.023578575894545,"",""
"FI","BALANCE SHEET","DIOD","Receivables",371930000,"USD","2023-12-31","3M",1.1525601256898843,"",""
"FI","BALANCE SHEET","DIOD","Receivables",391508000,"USD","2024-03-31","3M",1.2965043116580346,"",""
"FI","BALANCE SHEET","DIOD","Receivables",384965000,"USD","2024-06-30","3M",1.203877149585172,"",""
"FI","BALANCE SHEET","DIOD","Receivables",358938000,"USD","2024-09-30","3M",1.0253057167096569,"2024-09-30_2023-09-30",-0.13339353143982927
"FI","BALANCE SHEET","DIOD","RestrictedCash",2592000,"USD","2023-09-30","3M",0.006405583137895499,"",""
"FI","BALANCE SHEET","DIOD","RestrictedCash",3026000,"USD","2023-12-31","3M",0.009377159520172049,"",""
"FI","BALANCE SHEET","DIOD","RestrictedCash",4358000,"USD","2024-03-31","3M",0.014431801623991629,"",""
"FI","BALANCE SHEET","DIOD","RestrictedCash",2948000,"USD","2024-06-30","3M",0.009219097416588747,"",""
"FI","BALANCE SHEET","DIOD","RestrictedCash",5220000,"USD","2024-09-30","3M",0.01491092010660451,"2024-09-30_2023-09-30",1.0138888888888888
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1689662000,"USD","2023-09-30","3M",4.17564445059521,"",""
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1740741000,"USD","2023-12-31","3M",5.394317924753408,"",""
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1748590000,"USD","2024-03-31","3M",5.790569986621276,"",""
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1774355000,"USD","2024-06-30","3M",5.548830256652417,"",""
"FI","BALANCE SHEET","DIOD","StockholdersEquity",1811584000,"USD","2024-09-30","3M",5.174786262529315,"2024-09-30_2023-09-30",0.07215762679163051
"FI","BALANCE SHEET","DIOD","TangibleBookValue",1478472000,"USD","2023-09-30","3M",3.6537327596645968,"",""
"FI","BALANCE SHEET","DIOD","TangibleBookValue",1530246000,"USD","2023-12-31","3M",4.742022751852345,"",""
"FI","BALANCE SHEET","DIOD","TangibleBookValue",1541697000,"USD","2024-03-31","3M",5.105430304796471,"",""
"FI","BALANCE SHEET","DIOD","TangibleBookValue",1571369000,"USD","2024-06-30","3M",4.914044738265821,"",""
"FI","BALANCE SHEET","DIOD","TangibleBookValue",1609374000,"USD","2024-09-30","3M",4.597173780775196,"2024-09-30_2023-09-30",0.0885387075304774
"FI","BALANCE SHEET","DIOD","TotalDebt",53198000,"USD","2023-09-30","3M",0.13146767429389072,"",""
"FI","BALANCE SHEET","DIOD","TotalDebt",98358000,"USD","2023-12-31","3M",0.3047979696249446,"",""
"FI","BALANCE SHEET","DIOD","TotalDebt",69837000,"USD","2024-03-31","3M",0.23126978660273137,"",""
"FI","BALANCE SHEET","DIOD","TotalDebt",46675000,"USD","2024-06-30","3M",0.14596383036610575,"",""
"FI","BALANCE SHEET","DIOD","TotalDebt",57867000,"USD","2024-09-30","3M",0.16529697582545655,"2024-09-30_2023-09-30",0.087766457385616
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",581339000,"USD","2023-09-30","3M",1.4366571357257065,"",""
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",557982000,"USD","2023-12-31","3M",1.729109789618189,"",""
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",531361000,"USD","2024-03-31","3M",1.759636655054111,"",""
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",509481000,"USD","2024-06-30","3M",1.5932683076326497,"",""
"FI","BALANCE SHEET","DIOD","TotalLiabilitiesNetMinorityInterest",506073000,"USD","2024-09-30","3M",1.445596565346679,"2024-09-30_2023-09-30",-0.12947006823901372
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",166432000,"USD","2023-09-30","3M",0.4113017024715369,"",""
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",164484000,"USD","2023-12-31","3M",0.5097133861586184,"",""
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",154082000,"USD","2024-03-31","3M",0.5102526062018995,"",""
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",148526000,"USD","2024-06-30","3M",0.4644761407382158,"",""
"FI","BALANCE SHEET","DIOD","TotalNonCurrentLiabilitiesNetMinorityInterest",153290000,"USD","2024-09-30","3M",0.4378725944715336,"2024-09-30_2023-09-30",-0.07896318015766199
"FI","BALANCE SHEET","DIOD","TreasurySharesNumber",9286862,"USD","2023-09-30","3M",0.022950527249676878,"",""
"FI","BALANCE SHEET","DIOD","TreasurySharesNumber",9286862,"USD","2023-12-31","3M",0.028778713290093863,"",""
"FI","BALANCE SHEET","DIOD","TreasurySharesNumber",9286862,"USD","2024-03-31","3M",0.030754050044374974,"",""
"FI","BALANCE SHEET","DIOD","TreasurySharesNumber",9287762,"USD","2024-06-30","3M",0.029045041607900654,"",""
"FI","BALANCE SHEET","DIOD","TreasurySharesNumber",9288420,"USD","2024-09-30","3M",0.026532354125783038,"2024-09-30_2023-09-30",0.00016776387976907592
"FI","CASH FLOWS","DIOD","CapitalExpenditure",-38483000,"USD","2023-09-30","3M",-0.09510264502146315,"",""
"FI","CASH FLOWS","DIOD","CapitalExpenditure",-27297000,"USD","2023-12-31","3M",-0.08458966405225922,"",""
"FI","CASH FLOWS","DIOD","CapitalExpenditure",-20381000,"USD","2024-03-31","3M",-0.06749301259719444,"",""
"FI","CASH FLOWS","DIOD","CapitalExpenditure",-17947000,"USD","2024-06-30","3M",-0.05612453912331012,"",""
"FI","CASH FLOWS","DIOD","CapitalExpenditure",-15000000,"USD","2024-09-30","3M",-0.042847471570702615,"2024-09-30_2023-09-30",-0.6102174986357612
"FI","CASH FLOWS","DIOD","CapitalExpenditure",-80625000,"USD","2024-09-30","TTM",-0.062281724282572476,"",""
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingFinancingActivities",-44019000,"USD","2023-09-30","3M",-0.10878370530363501,"",""
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingFinancingActivities",5955000,"USD","2023-12-31","3M",0.01845372932671003,"",""
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingFinancingActivities",3182000,"USD","2024-03-31","3M",0.010537400818618944,"",""
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingFinancingActivities",-20156000,"USD","2024-06-30","3M",-0.06303260770989239,"",""
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingFinancingActivities",1438000,"USD","2024-09-30","3M",0.004107644274578024,"2024-09-30_2023-09-30",-1.0326677116699607
"FI","CASH FLOWS","DIOD","CashFlowFromContinuingFinancingActivities",-9581000,"USD","2024-09-30","TTM",-0.007401193182652116,"",""
"FI","CASH FLOWS","DIOD","ChangeInIncomeTaxPayable",3759000,"USD","2023-09-30","3M",0.009289578323822987,"",""
"FI","CASH FLOWS","DIOD","ChangeInIncomeTaxPayable",-20247000,"USD","2023-12-31","3M",-0.0627426797108141,"",""
"FI","CASH FLOWS","DIOD","ChangeInIncomeTaxPayable",2857000,"USD","2024-03-31","3M",0.009461142092644351,"",""
"FI","CASH FLOWS","DIOD","ChangeInIncomeTaxPayable",-4015000,"USD","2024-06-30","3M",-0.012555860287518256,"",""
"FI","CASH FLOWS","DIOD","ChangeInIncomeTaxPayable",-5817000,"USD","2024-09-30","3M",-0.016616249475118472,"2024-09-30_2023-09-30",-2.547486033519553
"FI","CASH FLOWS","DIOD","ChangeInIncomeTaxPayable",-27222000,"USD","2024-09-30","TTM",-0.021028627577304657,"",""
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",1310000,"USD","2023-09-30","3M",0.003237389626019716,"",""
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",-1888000,"USD","2023-12-31","3M",-0.005850653395269276,"",""
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",-1008000,"USD","2024-03-31","3M",-0.003338057833176586,"",""
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",762000,"USD","2024-06-30","3M",0.0023829553023882715,"",""
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",987000,"USD","2024-09-30","3M",0.002819363629352232,"2024-09-30_2023-09-30",-0.24656488549618322
"FI","CASH FLOWS","DIOD","ChangeInOtherCurrentLiabilities",-1147000,"USD","2024-09-30","TTM",-0.0008860420186308295,"",""
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",23927000,"USD","2023-09-30","3M",0.05913055082578148,"",""
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-41558000,"USD","2023-12-31","3M",-0.12878254968252148,"",""
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-21729000,"USD","2024-03-31","3M",-0.07195700263600599,"",""
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",3741000,"USD","2024-06-30","3M",0.011698997094795964,"",""
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-17626000,"USD","2024-09-30","3M",-0.05034863559368028,"2024-09-30_2023-09-30",-1.7366573327203578
"FI","CASH FLOWS","DIOD","ChangeInPayablesAndAccruedExpense",-77172000,"USD","2024-09-30","TTM",-0.05961432838864723,"",""
"FI","CASH FLOWS","DIOD","ChangeInWorkingCapital",-33543000,"USD","2023-09-30","3M",-0.08289447345464071,"",""
"FI","CASH FLOWS","DIOD","ChangeInWorkingCapital",-12284000,"USD","2023-12-31","3M",-0.038066433425576154,"",""
"FI","CASH FLOWS","DIOD","ChangeInWorkingCapital",-77425000,"USD","2024-03-31","3M",-0.25639794418025513,"",""
"FI","CASH FLOWS","DIOD","ChangeInWorkingCapital",-26982000,"USD","2024-06-30","3M",-0.08437913381763824,"",""
"FI","CASH FLOWS","DIOD","ChangeInWorkingCapital",-470000,"USD","2024-09-30","3M",-0.0013425541092153485,"2024-09-30_2023-09-30",-0.9859881346331575
"FI","CASH FLOWS","DIOD","ChangeInWorkingCapital",-117161000,"USD","2024-09-30","TTM",-0.09050529114630045,"",""
"FI","CASH FLOWS","DIOD","ChangesInAccountReceivables",-24642000,"USD","2023-09-30","3M",-0.06089752302624263,"",""
"FI","CASH FLOWS","DIOD","ChangesInAccountReceivables",46841000,"USD","2023-12-31","3M",0.14515384305498313,"",""
"FI","CASH FLOWS","DIOD","ChangesInAccountReceivables",-17731000,"USD","2024-03-31","3M",-0.05871736452386314,"",""
"FI","CASH FLOWS","DIOD","ChangesInAccountReceivables",4876000,"USD","2024-06-30","3M",0.015248412144941223,"",""
"FI","CASH FLOWS","DIOD","ChangesInAccountReceivables",29337000,"USD","2024-09-30","3M",0.08380108489798017,"2024-09-30_2023-09-30",-2.190528366204042
"FI","CASH FLOWS","DIOD","ChangesInAccountReceivables",63323000,"USD","2024-09-30","TTM",0.04891616281234526,"",""
"FI","CASH FLOWS","DIOD","ChangesInCash",-25805000,"USD","2023-09-30","3M",-0.06377163305300669,"",""
"FI","CASH FLOWS","DIOD","ChangesInCash",15396000,"USD","2023-12-31","3M",0.047710095166083565,"",""
"FI","CASH FLOWS","DIOD","ChangesInCash",-46240000,"USD","2024-03-31","3M",-0.1531267799663545,"",""
"FI","CASH FLOWS","DIOD","ChangesInCash",-18318000,"USD","2024-06-30","3M",-0.05728474439520782,"",""
"FI","CASH FLOWS","DIOD","ChangesInCash",37760000,"USD","2024-09-30","3M",0.10786136843398204,"2024-09-30_2023-09-30",-2.463282309629917
"FI","CASH FLOWS","DIOD","ChangesInCash",-11402000,"USD","2024-09-30","TTM",-0.008807891104122683,"",""
"FI","CASH FLOWS","DIOD","CommonStockIssuance",0,"USD","2023-06-30","3M","","",""
"FI","CASH FLOWS","DIOD","CommonStockIssuance",0,"USD","2023-09-30","3M",0,"",""
"FI","CASH FLOWS","DIOD","CommonStockIssuance",0,"USD","2023-12-31","3M",0,"",""
"FI","CASH FLOWS","DIOD","DeferredIncomeTax",-2181000,"USD","2023-09-30","3M",-0.005389883033854199,"",""
"FI","CASH FLOWS","DIOD","DeferredIncomeTax",-10870000,"USD","2023-12-31","3M",-0.03368464110517851,"",""
"FI","CASH FLOWS","DIOD","DeferredIncomeTax",-318000,"USD","2024-03-31","3M",-0.0010530777687997562,"",""
"FI","CASH FLOWS","DIOD","DeferredIncomeTax",366000,"USD","2024-06-30","3M",0.0011445690822494848,"",""
"FI","CASH FLOWS","DIOD","DeferredIncomeTax",-355000,"USD","2024-09-30","3M",-0.001014056827173295,"2024-09-30_2023-09-30",-0.8372306281522237
"FI","CASH FLOWS","DIOD","DeferredIncomeTax",-11177000,"USD","2024-09-30","TTM",-0.008634081641008528,"",""
"FI","CASH FLOWS","DIOD","DeferredTax",-2181000,"USD","2023-09-30","3M",-0.005389883033854199,"",""
"FI","CASH FLOWS","DIOD","DeferredTax",-10870000,"USD","2023-12-31","3M",-0.03368464110517851,"",""
"FI","CASH FLOWS","DIOD","DeferredTax",-318000,"USD","2024-03-31","3M",-0.0010530777687997562,"",""
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",9943000,"USD","2023-12-31","3M",0.030811995079005512,"",""
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",2562000,"USD","2024-03-31","3M",0.008484230325990489,"",""
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",6534000,"USD","2024-06-30","3M",0.020433372632289983,"",""
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",9206000,"USD","2024-09-30","3M",0.02629692155199255,"2024-09-30_2023-09-30",-0.6255897185619002
"FI","CASH FLOWS","DIOD","IncomeTaxPaidSupplementalData",28245000,"USD","2024-09-30","TTM",0.021818881269597017,"",""
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",848000,"USD","2023-09-30","3M",0.002095653742644824,"",""
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",381000,"USD","2023-12-31","3M",0.0011806668133461833,"",""
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",463000,"USD","2024-03-31","3M",0.0015332547388499597,"",""
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",783000,"USD","2024-06-30","3M",0.002448627298910783,"",""
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",372000,"USD","2024-09-30","3M",0.0010626172949534248,"2024-09-30_2023-09-30",-0.5613207547169812
"FI","CASH FLOWS","DIOD","InterestPaidSupplementalData",1999000,"USD","2024-09-30","TTM",0.0015442005189564324,"",""
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",49833000,"USD","2023-09-30","3M",0.1231517841476645,"",""
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",25107000,"USD","2023-12-31","3M",0.07780315402278903,"",""
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",15269000,"USD","2024-03-31","3M",0.05056429072894176,"",""
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",10161000,"USD","2024-06-30","3M",0.0317758646031066,"",""
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",15183000,"USD","2024-09-30","3M",0.04337021072386518,"2024-09-30_2023-09-30",-0.695322376738306
"FI","CASH FLOWS","DIOD","NetIncomeFromContinuingOperations",65720000,"USD","2024-09-30","TTM",0.050767812959388064,"",""
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",-35271000,"USD","2023-09-30","3M",-0.08716486221323771,"",""
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",6055000,"USD","2023-12-31","3M",0.018763615629425565,"",""
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",8628000,"USD","2024-03-31","3M",0.028572185500642444,"",""
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",-22179000,"USD","2024-06-30","3M",-0.06935901004156099,"",""
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",9731000,"USD","2024-09-30","3M",0.027796583056967143,"2024-09-30_2023-09-30",-1.27589237617306
"FI","CASH FLOWS","DIOD","NetIssuancePaymentsOfDebt",2235000,"USD","2024-09-30","TTM",0.0017265073336006137,"",""
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",-2995000,"USD","2023-09-30","3M",-0.007401512923609961,"",""
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",9628000,"USD","2023-12-31","3M",0.029835853225451583,"",""
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",8926000,"USD","2024-03-31","3M",0.02955903196322838,"",""
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",-21905000,"USD","2024-06-30","3M",-0.0685021468488387,"",""
"FI","CASH FLOWS","DIOD","NetShortTermDebtIssuance",8466000,"USD","2024-09-30","3M",0.024183112954504555,"2024-09-30_2023-09-30",-3.8267111853088482
