"domain","ficat","subjid","fitest","fiorres","fiorresu","fidtc","fiperiod"
"MO","INCOME STATEMENT","DIOD","NetIncomeFromContinuingOperationNetMinorityInterest",98088000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeFromContinuingOperationNetMinorityInterest",228763000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeFromContinuingOperationNetMinorityInterest",331283000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeFromContinuingOperationNetMinorityInterest",227182000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeFromContinuingOperationNetMinorityInterest",61075000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","NetIncomeFromContinuingOperationNetMinorityInterest",61271000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeFromContinuingOperationNetMinorityInterest",72738000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeFromContinuingOperationNetMinorityInterest",72361000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeFromContinuingOperationNetMinorityInterest",88136000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeFromContinuingOperationNetMinorityInterest",90512000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","NetIncomeIncludingNoncontrollingInterests",99229000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeIncludingNoncontrollingInterests",236288000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeIncludingNoncontrollingInterests",339255000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeIncludingNoncontrollingInterests",230648000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetIncomeIncludingNoncontrollingInterests",65720000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","NetIncomeIncludingNoncontrollingInterests",61271000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeIncludingNoncontrollingInterests",72738000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeIncludingNoncontrollingInterests",72361000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeIncludingNoncontrollingInterests",88136000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetIncomeIncludingNoncontrollingInterests",90512000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","NetInterestIncome",-10596000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetInterestIncome",-4352000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetInterestIncome",-4648000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetInterestIncome",7638000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetInterestIncome",15897000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","NetInterestIncome",-215000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetInterestIncome",31000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetInterestIncome",1026000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetInterestIncome",222000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetInterestIncome",-320000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","NetNonOperatingInterestIncomeExpense",-10596000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetNonOperatingInterestIncomeExpense",-4352000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetNonOperatingInterestIncomeExpense",-4648000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetNonOperatingInterestIncomeExpense",7638000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NetNonOperatingInterestIncomeExpense",15897000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","NetNonOperatingInterestIncomeExpense",-215000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetNonOperatingInterestIncomeExpense",31000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetNonOperatingInterestIncomeExpense",1026000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetNonOperatingInterestIncomeExpense",222000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NetNonOperatingInterestIncomeExpense",-320000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","NormalizedEBITDA",247847000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedEBITDA",419356000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedEBITDA",542760000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedEBITDA",407498000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedEBITDA",218995000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","NormalizedEBITDA",83831000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedEBITDA",99905000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedEBITDA",105155000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedEBITDA",133558000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedEBITDA",139646000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","NormalizedIncome",104553525,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedIncome",209514250,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedIncome",340488037,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedIncome",216006050,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","NormalizedIncome",62326609.656406,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","NormalizedIncome",60148160797.164635,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedIncome",72447754000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedIncome",72373150000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedIncome",88585082000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","NormalizedIncome",90620674538.6921,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","OperatingExpense",296683000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingExpense",394129000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingExpense",422695000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingExpense",408073000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingExpense",378732000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","OperatingExpense",45940000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingExpense",52237000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingExpense",57529000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingExpense",61575000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingExpense",63189000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","OperatingIncome",134438000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingIncome",276231000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingIncome",404542000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingIncome",250109000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingIncome",58722000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","OperatingIncome",69916000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingIncome",83383000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingIncome",88523000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingIncome",109433000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingIncome",113090000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","OperatingRevenue",1229215000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingRevenue",1805162000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingRevenue",2000580000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingRevenue",1661739000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OperatingRevenue",1294521000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","OperatingRevenue",168088000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingRevenue",198270000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingRevenue",211915000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingRevenue",245122000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OperatingRevenue",254190000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","OtherGandA",5107000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherGandA",5900000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherGandA",7575000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherGandA",7609000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherGandA",7808000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","OtherIncomeExpense",-3501000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherIncomeExpense",43216000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherIncomeExpense",-3954000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherIncomeExpense",20186000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherIncomeExpense",3671000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","OtherIncomeExpense",1401000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherIncomeExpense",302000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherIncomeExpense",-238000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherIncomeExpense",-1868000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherIncomeExpense",-1998000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","OtherNonOperatingIncomeExpenses",4336000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherNonOperatingIncomeExpenses",17551000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherNonOperatingIncomeExpenses",6787000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherNonOperatingIncomeExpenses",6721000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherNonOperatingIncomeExpenses",5162000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","OtherNonOperatingIncomeExpenses",98000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherNonOperatingIncomeExpenses",-32000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherNonOperatingIncomeExpenses",-223000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherNonOperatingIncomeExpenses",-1319000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","OtherNonOperatingIncomeExpenses",-1865000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",1067000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",1003000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",-108000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","OtherOperatingExpenses",-16000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","PretaxIncome",120341000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","PretaxIncome",315095000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","PretaxIncome",395940000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","PretaxIncome",277933000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","PretaxIncome",78290000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","PretaxIncome",71102000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","PretaxIncome",83716000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","PretaxIncome",89311000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","PretaxIncome",107787000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","PretaxIncome",110772000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",706348000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",1028583000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",1061194000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",881509000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledCostOfRevenue",735477000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",52232000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",62650000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",65863000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",74114000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledCostOfRevenue",77911000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",108007000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",122435000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",127759000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",137330000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ReconciledDepreciation",136893000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",11686000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",14460000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",13861000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",22287000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ReconciledDepreciation",25749000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",94288000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",119200000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",126316000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",134868000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","ResearchAndDevelopment",133801000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",20716000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",24512000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",27195000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",29510000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","ResearchAndDevelopment",30395000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",0,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",0,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",1583000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","RestructuringAndMergernAcquisition",7056000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",20117000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",21825000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",22759000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",24456000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingAndMarketingExpense",24986000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",185067000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",257710000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",280877000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",257939000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SellingGeneralAndAdministration",228074000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",25224000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",27725000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",30334000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",32065000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SellingGeneralAndAdministration",32794000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",-106000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",-246000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",3651000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",462000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","SpecialIncomeCharges",514000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-13000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-101000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-30000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-206000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","SpecialIncomeCharges",-207000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",-1371475,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",6416250,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",-1535963,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",2289050,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxEffectOfUnusualItems",-239390.343594,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",180160797.164637,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",43754000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",-2850000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",-99918000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxEffectOfUnusualItems",-24325461.307912,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","TaxProvision",21112000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxProvision",78807000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxProvision",56685000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxProvision",47285000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxProvision",12570000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","TaxProvision",9831000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxProvision",10978000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxProvision",16950000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxProvision",19651000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxProvision",20260000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.175,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.25,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.143,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.17,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TaxRateForCalcs",0.160557,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.138266,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.131,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.19,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.182,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TaxRateForCalcs",0.182898,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1094777000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1528931000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1596038000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1411630000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalExpenses",1235799000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","TotalExpenses",98172000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalExpenses",114887000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalExpenses",123392000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalExpenses",135689000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalExpenses",141100000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",134332000,"USD","2020-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",275985000,"USD","2021-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",408193000,"USD","2022-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",250571000,"USD","2023-12-31 00:00:00","12M"
"MO","INCOME STATEMENT","DIOD","TotalOperatingIncomeAsReported",59236000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",69916000000,"USD","2021-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",83383000000,"USD","2022-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",88523000000,"USD","2023-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",109433000000,"USD","2024-06-30 00:00:00","12M"
"MO","INCOME STATEMENT","MSFT","TotalOperatingIncomeAsReported",113090000000,"USD","2024-09-30 00:00:00","TTM"
"MO","INCOME STATEMENT","DIOD","TotalRevenue",1229215000,"USD","2020-12-31 00:00:00","12M"
