"subjid","ficat","fitest","fidtc","fistresn","chg"
"DIOD","INCOME STATEMENT","interestExpenseNonOperating","2022-12-31",0.004158793949754571,0.00000902788997711023
"DIOD","INCOME STATEMENT","taxProvision","2022-12-31",0.028334283057913204,-0.015322186555340345
"DIOD","INCOME STATEMENT","amortization","2022-12-31",0.007802737206210199,-0.0011803900699013086
"DIOD","INCOME STATEMENT","operatingRevenue","2022-12-31",1,0
"DIOD","INCOME STATEMENT","totalUnusualItemsExcludingGoodwill","2022-12-31",-0.005368943006528107,-0.01958650353572161
"DIOD","INCOME STATEMENT","costOfRevenue","2022-12-31",0.586501414589769,-0.04214133326333225
"DIOD","INCOME STATEMENT","basicAverageShares","2022-12-31",0.022658429055573883,-0.0021437770622149896
"DIOD","INCOME STATEMENT","totalRevenue","2022-12-31",1,0
"DIOD","INCOME STATEMENT","netIncomeFromContinuingAndDiscontinuedOperation","2022-12-31",0.1655934778914115,0.0388663475839931
"DIOD","INCOME STATEMENT","dilutedEPS","2023-12-31",2.9547359723759267e-9,-6.442203302962983e-10
"DIOD","INCOME STATEMENT","netInterestIncome","2023-12-31",0.004596389685744873,0.00691971592113661
"DIOD","INCOME STATEMENT","otherIncomeExpense","2023-12-31",0.012147515343865673,0.014123942180083171
"DIOD","INCOME STATEMENT","operatingIncome","2023-12-31",0.15051039904581887,-0.05170195937024047
"DIOD","INCOME STATEMENT","taxRateForCalcs","2023-12-31",1.0230246747533759e-10,3.08231964639309e-11
"DIOD","INCOME STATEMENT","netIncome","2023-12-31",0.1367134068587185,-0.028880071032692994
"DIOD","INCOME STATEMENT","interestExpense","2023-12-31",0.0034301415565260247,-0.0007286523932285463
"DIOD","INCOME STATEMENT","netNonOperatingInterestIncomeExpense","2023-12-31",0.004596389685744873,0.00691971592113661
"DIOD","INCOME STATEMENT","gainOnSaleOfPPE","2023-12-31",0.0012306385058062667,-0.000594332252673774
"DIOD","INCOME STATEMENT","gainOnSaleOfSecurity","2023-12-31",0.007824935203422438,0.015018848968430587
"DIOD","INCOME STATEMENT","reconciledCostOfRevenue","2023-12-31",0.5304737988336315,0.000030627353360790366
"DIOD","INCOME STATEMENT","grossProfit","2023-12-31",0.39608025086972143,-0.017418334540509617
"DIOD","INCOME STATEMENT","taxEffectOfUnusualItems","2023-12-31",0.0013775027245554205,0.00214526157448894
"DIOD","INCOME STATEMENT","netIncomeIncludingNoncontrollingInterests","2023-12-31",0.1387991736367745,-0.030779148649762417
"DIOD","INCOME STATEMENT","amortizationOfIntangiblesIncomeStatement","2023-12-31",0.009196390046812405,0.0013936528406022063
"DIOD","INCOME STATEMENT","operatingExpense","2023-12-31",0.24556985182390256,0.03428362482973088
"DIOD","INCOME STATEMENT","netIncomeCommonStockholders","2023-12-31",0.1367134068587185,-0.028880071032692994
"DIOD","INCOME STATEMENT","netIncomeFromContinuingOperationNetMinorityInterest","2023-12-31",0.1367134068587185,-0.028880071032692994
"DIOD","INCOME STATEMENT","normalizedEBITDA","2023-12-31",0.24522382877214774,-0.026077493844293503
"DIOD","INCOME STATEMENT","minorityInterests","2023-12-31",-0.0020857667780560005,0.0018990776170694132
"DIOD","INCOME STATEMENT","otherOperatingExpenses","2023-12-31",-0.000009628467527090596,0.00004435587701299278
"DIOD","INCOME STATEMENT","normalizedIncome","2023-12-31",0.12998795238000674,-0.04020670966799933
"DIOD","INCOME STATEMENT","eBITDA","2023-12-31",0.2533267859754149,-0.012605593634498202
"DIOD","INCOME STATEMENT","reconciledDepreciation","2023-12-31",0.08264234034345948,0.018781360027751035
"DIOD","INCOME STATEMENT","totalOperatingIncomeAsReported","2023-12-31",0.15078842104566362,-0.053248908128875755
"DIOD","INCOME STATEMENT","researchAndDevelopment","2023-12-31",0.0811607599027284,0.018021070412680515
"DIOD","INCOME STATEMENT","interestIncomeNonOperating","2023-12-31",0.008026531242270898,0.006191063527908063
"DIOD","INCOME STATEMENT","ebit","2023-12-31",0.17068444563195545,-0.03138695366224922
"DIOD","INCOME STATEMENT","totalExpenses","2023-12-31",0.8494896009541811,0.05170195937024047
"DIOD","INCOME STATEMENT","interestIncome","2023-12-31",0.008026531242270898,0.006191063527908063
"DIOD","INCOME STATEMENT","totalUnusualItems","2023-12-31",0.00810295720326718,0.013471900209795287
"DIOD","INCOME STATEMENT","pretaxIncome","2023-12-31",0.1672543040754294,-0.030658301269020694
"DIOD","INCOME STATEMENT","specialIncomeCharges","2023-12-31",0.00027802199984474095,-0.0015469487586352998
"DIOD","INCOME STATEMENT","dilutedNIAvailtoComStockholders","2023-12-31",0.1367134068587185,-0.028880071032692994
"DIOD","INCOME STATEMENT","sellingGeneralAndAdministration","2023-12-31",0.15522233034188884,0.014824545699435143
"DIOD","INCOME STATEMENT","depreciationAmortizationDepletionIncomeStatement","2023-12-31",0.009196390046812405,0.0013936528406022063
"DIOD","INCOME STATEMENT","dilutedAverageShares","2023-12-31",0.02786899747794329,0.004857670762690711
"DIOD","INCOME STATEMENT","otherNonOperatingIncomeExpenses","2023-12-31",0.004044558140598493,0.0006520419702878834
"DIOD","INCOME STATEMENT","interestExpenseNonOperating","2023-12-31",0.0034301415565260247,-0.0007286523932285463
"DIOD","INCOME STATEMENT","taxProvision","2023-12-31",0.028455130438654927,0.00012084738074172319
"DIOD","INCOME STATEMENT","amortization","2023-12-31",0.009196390046812405,0.0013936528406022063
"DIOD","INCOME STATEMENT","basicEPS","2023-12-31",2.9848249333980847e-9,-6.691154238982993e-10
"DIOD","INCOME STATEMENT","totalUnusualItemsExcludingGoodwill","2023-12-31",0.00810295720326718,0.013471900209795287
"DIOD","INCOME STATEMENT","costOfRevenue","2023-12-31",0.6039197491302786,0.01741833454050956
"DIOD","INCOME STATEMENT","operatingRevenue","2023-12-31",1,0
"DIOD","INCOME STATEMENT","totalRevenue","2023-12-31",1,0
"DIOD","INCOME STATEMENT","netIncomeFromContinuingAndDiscontinuedOperation","2023-12-31",0.1367134068587185,-0.028880071032692994
"DIOD","INCOME STATEMENT","basicAverageShares","2023-12-31",0.02756329363395816,0.004904864578384276
"DIOD","INCOME STATEMENT","restructuringAndMergernAcquisition","2023-12-31",0.0009526165059615258,0.0009526165059615258
"DIOD","INCOME STATEMENT","depreciationAndAmortizationInIncomeStatement","2023-12-31",0.009196390046812405,0.0013936528406022063
"DIOD","INCOME STATEMENT","netIncomeContinuousOperations","2023-12-31",0.1387991736367745,-0.030779148649762417
"DIOD","CASH FLOWS","saleOfInvestment","2020-12-31",0.008360620395943753,""
"DIOD","CASH FLOWS","gainLossOnSaleOfPPE","2020-12-31",0.00009680975256566182,""
"DIOD","CASH FLOWS","saleOfPPE","2020-12-31",0.00018873834113641632,""
"DIOD","CASH FLOWS","changesInAccountReceivables","2020-12-31",-0.008542850518420292,""
"DIOD","CASH FLOWS","changesInCash","2020-12-31",0.021270485635141126,""
"DIOD","CASH FLOWS","cashFlowFromContinuingFinancingActivities","2020-12-31",-0.0441761612085762,""
"DIOD","CASH FLOWS","longTermDebtIssuance","2020-12-31",0.7780274402769247,""
"DIOD","CASH FLOWS","netOtherFinancingCharges","2020-12-31",-0.010265901408622576,""
"DIOD","CASH FLOWS","changeInAccountPayable","2020-12-31",0.006037999861700353,""
"DIOD","CASH FLOWS","changeInOtherWorkingCapital","2020-12-31",-0.001775116639481295,""
"DIOD","CASH FLOWS","interestPaidSupplementalData","2020-12-31",0.008313435810659648,""
"DIOD","CASH FLOWS","endCashPosition","2020-12-31",0.26075910235394134,""
"DIOD","CASH FLOWS","deferredTax","2020-12-31",-0.011760351118396701,""
"DIOD","CASH FLOWS","beginningCashPosition","2020-12-31",0.21111603747106894,""
"DIOD","CASH FLOWS","purchaseOfPPE","2020-12-31",-0.06167594765765143,""
"DIOD","CASH FLOWS","commonStockPayments","2020-12-31",-0.24137762718482933,""
"DIOD","CASH FLOWS","netIncome","2020-12-31",0.07979726898874485,""
"DIOD","CASH FLOWS","commonStockIssuance","2020-12-31",0.005556391680869498,""
"DIOD","CASH FLOWS","repurchaseOfCapitalStock","2020-12-31",-0.24137762718482933,""
"DIOD","CASH FLOWS","cashFlowFromContinuingInvestingActivities","2020-12-31",-0.08686194034404071,""
"DIOD","CASH FLOWS","amortizationOfIntangibles","2020-12-31",0.013227954426198835,""
"DIOD","CASH FLOWS","changeInCashSupplementalAsReported","2020-12-31",0.0496430648828724,""
"DIOD","CASH FLOWS","netIncomeFromContinuingOperations","2020-12-31",0.08072550367510972,""
"DIOD","CASH FLOWS","changeInAccruedExpense","2020-12-31",-0.0074828244041929195,""
"DIOD","CASH FLOWS","issuanceOfCapitalStock","2020-12-31",0.005556391680869498,""
"DIOD","CASH FLOWS","netOtherInvestingChanges","2020-12-31",0.0006036372807035384,""
"DIOD","CASH FLOWS","netLongTermDebtIssuance","2020-12-31",0.17182266731206502,""
"DIOD","CASH FLOWS","otherNonCashItems","2020-12-31",0.0018483340994049048,""
"DIOD","CASH FLOWS","effectOfExchangeRateChanges","2020-12-31",0.028372579247731275,""
"DIOD","CASH FLOWS","changeInPayablesAndAccruedExpense","2020-12-31",-0.0041774628523081805,""
"DIOD","CASH FLOWS","longTermDebtPayments","2020-12-31",-0.6062047729648596,""
"DIOD","CASH FLOWS","shortTermDebtPayments","2020-12-31",-0.03294622991095943,""
"DIOD","CASH FLOWS","depreciation","2020-12-31",0.0746386921734603,""
"DIOD","CASH FLOWS","shortTermDebtIssuance","2020-12-31",0.06303453830290064,""
"DIOD","CASH FLOWS","repaymentOfDebt","2020-12-31",-0.6391510028758192,""
"DIOD","CASH FLOWS","investingCashFlow","2020-12-31",-0.08686194034404071,""
"DIOD","CASH FLOWS","cashFlowFromContinuingOperatingActivities","2020-12-31",0.15230858718775805,""
"DIOD","CASH FLOWS","capitalExpenditure","2020-12-31",-0.06167594765765143,""
"DIOD","CASH FLOWS","netBusinessPurchaseAndSale","2020-12-31",-0.020007077687792616,""
"DIOD","CASH FLOWS","netPPEPurchaseAndSale","2020-12-31",-0.06148720931651501,""
"DIOD","CASH FLOWS","operatingCashFlow","2020-12-31",0.15230858718775805,""
"DIOD","CASH FLOWS","changeInPayable","2020-12-31",0.0033053615518847394,""
"DIOD","CASH FLOWS","amortizationCashFlow","2020-12-31",0.013227954426198835,""
"DIOD","CASH FLOWS","changeInInventory","2020-12-31",-0.003709684636129562,""
"DIOD","CASH FLOWS","changeInWorkingCapital","2020-12-31",-0.025581366969976774,""
"DIOD","CASH FLOWS","financingCashFlow","2020-12-31",-0.0441761612085762,""
"DIOD","CASH FLOWS","freeCashFlow","2020-12-31",0.09063263953010661,""
"DIOD","CASH FLOWS","incomeTaxPaidSupplementalData","2020-12-31",0.03896063748001773,""
"DIOD","CASH FLOWS","changeInPrepaidAssets","2020-12-31",-0.007376252323637443,""
"DIOD","CASH FLOWS","changeInTaxPayable","2020-12-31",-0.002732638309815614,""
"DIOD","CASH FLOWS","netInvestmentPurchaseAndSale","2020-12-31",-0.00597129062043662,""
"DIOD","CASH FLOWS","netShortTermDebtIssuance","2020-12-31",0.0300883083919412,""
"DIOD","CASH FLOWS","changeInOtherCurrentLiabilities","2020-12-31",-0.001775116639481295,""
"DIOD","CASH FLOWS","netCommonStockIssuance","2020-12-31",-0.23582123550395984,""
"DIOD","CASH FLOWS","issuanceOfDebt","2020-12-31",0.8410619785798253,""
"DIOD","CASH FLOWS","depreciationAndAmortization","2020-12-31",0.08786664659965913,""
"DIOD","CASH FLOWS","stockBasedCompensation","2020-12-31",0.020549700418559812,""
"DIOD","CASH FLOWS","purchaseOfBusiness","2020-12-31",-0.020007077687792616,""
"DIOD","CASH FLOWS","changeInReceivables","2020-12-31",-0.008542850518420292,""
"DIOD","CASH FLOWS","netIssuancePaymentsOfDebt","2020-12-31",0.2019109757040062,""
"DIOD","CASH FLOWS","depreciationAmortizationDepletion","2020-12-31",0.08786664659965913,""
"DIOD","CASH FLOWS","deferredIncomeTax","2020-12-31",-0.011760351118396701,""
"DIOD","CASH FLOWS","operatingGainsLosses","2020-12-31",-0.001339879516602059,""
"DIOD","CASH FLOWS","operatingGainsLosses","2021-12-31",-0.020858515745401245,-0.019518636228799187
"DIOD","CASH FLOWS","netCommonStockIssuance","2021-12-31",0.002402554452176591,0.23822378995613644
"DIOD","CASH FLOWS","purchaseOfBusiness","2021-12-31",-0.00008697280354893356,0.019920104884243683
"DIOD","CASH FLOWS","depreciationAndAmortization","2021-12-31",0.06782493759562853,-0.0200417090040306
"DIOD","CASH FLOWS","changeInOtherCurrentLiabilities","2021-12-31",-0.000833720186886274,0.000941396452595021
"DIOD","CASH FLOWS","changeInReceivables","2021-12-31",-0.029205689018492523,-0.02066283850007223
"DIOD","CASH FLOWS","stockBasedCompensation","2021-12-31",0.018394470967148656,-0.0021552294514111565
"DIOD","CASH FLOWS","issuanceOfDebt","2021-12-31",0.3211589873928212,-0.5199029911870041
"DIOD","CASH FLOWS","changeInTaxPayable","2021-12-31",-0.0008060218418069957,0.0019266164680086183
"DIOD","CASH FLOWS","netInvestmentPurchaseAndSale","2021-12-31",-0.00850062210483048,-0.00252933148439386
"DIOD","CASH FLOWS","changeInPrepaidAssets","2021-12-31",-0.014095687810844677,-0.006719435487207234
"DIOD","CASH FLOWS","netShortTermDebtIssuance","2021-12-31",-0.06897441891641858,-0.09906272730835977
"DIOD","CASH FLOWS","deferredIncomeTax","2021-12-31",0.01188757574112462,0.023647926859521322
"DIOD","CASH FLOWS","netIssuancePaymentsOfDebt","2021-12-31",-0.08471261859046446,-0.28662359429447065
"DIOD","CASH FLOWS","depreciationAmortizationDepletion","2021-12-31",0.06782493759562853,-0.0200417090040306
"DIOD","CASH FLOWS","amortizationOfIntangibles","2021-12-31",0.008983127276111507,-0.004244827150087328
"DIOD","CASH FLOWS","netIncomeFromContinuingOperations","2021-12-31",0.13089573124184975,0.05017022756674003
"DIOD","CASH FLOWS","changeInCashSupplementalAsReported","2021-12-31",0.025642573907494175,-0.024000490975378225
"DIOD","CASH FLOWS","changeInAccruedExpense","2021-12-31",0.016260036495339476,0.023742860899532398
"DIOD","CASH FLOWS","gainLossOnSaleOfPPE","2021-12-31",0.00013461395708529208,0.000037804204519630255
"DIOD","CASH FLOWS","gainLossOnInvestmentSecurities","2021-12-31",-0.020993129702486537,-0.019556440433318816
"DIOD","CASH FLOWS","saleOfInvestment","2021-12-31",0.004059469454819014,-0.004301150941124739
"DIOD","CASH FLOWS","purchaseOfInvestment","2021-12-31",-0.012560091559649494,0.001771819456730878
"DIOD","CASH FLOWS","changeInIncomeTaxPayable","2021-12-31",-0.0008060218418069957,0.0019266164680086183
"DIOD","CASH FLOWS","saleOfPPE","2021-12-31",0.001776571853384904,0.0015878335122484876
"DIOD","CASH FLOWS","repurchaseOfCapitalStock","2021-12-31",0,0.24137762718482933
"DIOD","CASH FLOWS","netIncome","2021-12-31",0.1267271303074184,0.046929861318673535
"DIOD","CASH FLOWS","beginningCashPosition","2021-12-31",0.17756245699831927,-0.03355358047274967
"DIOD","CASH FLOWS","cashFlowFromContinuingInvestingActivities","2021-12-31",-0.07989809224878432,0.006963848095256395
"DIOD","CASH FLOWS","saleOfBusiness","2021-12-31",0.0055058770348589215,""
"DIOD","CASH FLOWS","deferredTax","2021-12-31",0.01188757574112462,0.023647926859521322
"DIOD","CASH FLOWS","commonStockIssuance","2021-12-31",0.002402554452176591,-0.0031538372286929067
"DIOD","CASH FLOWS","purchaseOfPPE","2021-12-31",-0.07821735666937372,-0.016541409011722297
"DIOD","CASH FLOWS","commonStockPayments","2021-12-31",0,0.24137762718482933
"DIOD","CASH FLOWS","interestPaidSupplementalData","2021-12-31",0.003846746164610157,-0.004466689646049491
"DIOD","CASH FLOWS","changeInAccountPayable","2021-12-31",0.03081607080140176,0.024778070939701406
"DIOD","CASH FLOWS","endCashPosition","2021-12-31",0.20320503090581343,-0.05755407144812791
"DIOD","CASH FLOWS","netOtherFinancingCharges","2021-12-31",-0.005461005715830491,0.004804895692792085
"DIOD","CASH FLOWS","cashFlowFromContinuingFinancingActivities","2021-12-31",-0.08777106985411835,-0.04359490864554215
"DIOD","CASH FLOWS","changesInCash","2021-12-31",0.01987245466057894,-0.001398030974562186
"DIOD","CASH FLOWS","longTermDebtIssuance","2021-12-31",0.30904816299035764,-0.4689792772865671
"DIOD","CASH FLOWS","changesInAccountReceivables","2021-12-31",-0.029205689018492523,-0.02066283850007223
"DIOD","CASH FLOWS","freeCashFlow","2021-12-31",0.1093242600941079,0.018691620564001282
"DIOD","CASH FLOWS","changeInWorkingCapital","2021-12-31",-0.02170663907172874,0.003874727898248033
"DIOD","CASH FLOWS","incomeTaxPaidSupplementalData","2021-12-31",0.031064801940213677,-0.007895835539804056
"DIOD","CASH FLOWS","financingCashFlow","2021-12-31",-0.08777106985411835,-0.04359490864554215
"DIOD","CASH FLOWS","otherNonCashItems","2021-12-31",0.001104056034860029,-0.0007442780645448756
"DIOD","CASH FLOWS","changeInPayablesAndAccruedExpense","2021-12-31",0.04627008545493424,0.05044754830724242
"DIOD","CASH FLOWS","effectOfExchangeRateChanges","2021-12-31",0.005770119246915235,-0.02260246000081604
"DIOD","CASH FLOWS","netLongTermDebtIssuance","2021-12-31",-0.015738199674045876,-0.1875608669861109
"DIOD","CASH FLOWS","netOtherInvestingChanges","2021-12-31",-0.00037558955927501244,-0.0009792268399785508
"DIOD","CASH FLOWS","issuanceOfCapitalStock","2021-12-31",0.002402554452176591,-0.0031538372286929067
"DIOD","CASH FLOWS","longTermDebtPayments","2021-12-31",-0.3246251582960421,0.28157961466881753
"DIOD","CASH FLOWS","changeInPayable","2021-12-31",0.030010048959594762,0.026704687407710023
"DIOD","CASH FLOWS","amortizationCashFlow","2021-12-31",0.008983127276111507,-0.004244827150087328
"DIOD","CASH FLOWS","netPPEPurchaseAndSale","2021-12-31",-0.07644078481598882,-0.014953575499473806
"DIOD","CASH FLOWS","changeInInventory","2021-12-31",-0.023841627510439507,-0.020131942874309944
"DIOD","CASH FLOWS","changeInOtherCurrentAssets","2021-12-31",-0.014095687810844677,""
"DIOD","CASH FLOWS","operatingCashFlow","2021-12-31",0.1875416167634816,0.03523302957572355
"DIOD","CASH FLOWS","shortTermDebtIssuance","2021-12-31",0.012110824402463602,-0.05092371390043703
"DIOD","CASH FLOWS","depreciation","2021-12-31",0.05884181031951703,-0.015796881853943262
"DIOD","CASH FLOWS","shortTermDebtPayments","2021-12-31",-0.08108524331888219,-0.04813901340792275
"DIOD","CASH FLOWS","capitalExpenditure","2021-12-31",-0.07821735666937372,-0.016541409011722297
"DIOD","CASH FLOWS","investingCashFlow","2021-12-31",-0.07989809224878432,0.006963848095256395
"DIOD","CASH FLOWS","cashFlowFromContinuingOperatingActivities","2021-12-31",0.1875416167634816,0.03523302957572355
"DIOD","CASH FLOWS","repaymentOfDebt","2021-12-31",-0.40571040161492433,0.23344060126089483
"DIOD","CASH FLOWS","netBusinessPurchaseAndSale","2021-12-31",0.005418904231309988,0.025425981919102603
"DIOD","CASH FLOWS","netBusinessPurchaseAndSale","2022-12-31",-0.03234511991522458,-0.03776402414653457
"DIOD","CASH FLOWS","capitalExpenditure","2022-12-31",-0.10583330834058123,-0.027615951671207506
"DIOD","CASH FLOWS","investingCashFlow","2022-12-31",-0.13259304801607533,-0.05269495576729101
"DIOD","CASH FLOWS","repaymentOfDebt","2022-12-31",-0.2995351348109048,0.10617526680401951
"DIOD","CASH FLOWS","cashFlowFromContinuingOperatingActivities","2022-12-31",0.19619360385488208,0.00865198709140047
"DIOD","CASH FLOWS","financingCashFlow","2022-12-31",-0.06283827689969909,0.02493279295441926
"DIOD","CASH FLOWS","changeInWorkingCapital","2022-12-31",-0.040542242749602615,-0.018835603677873874
"DIOD","CASH FLOWS","incomeTaxPaidSupplementalData","2022-12-31",0.04433064411320717,0.013265842172993491
"DIOD","CASH FLOWS","freeCashFlow","2022-12-31",0.09036029551430086,-0.018963964579807036
"DIOD","CASH FLOWS","shortTermDebtIssuance","2022-12-31",0.057128932609543236,0.04501810820707963
"DIOD","CASH FLOWS","shortTermDebtPayments","2022-12-31",-0.04673544672045107,0.03434979659843112
"DIOD","CASH FLOWS","depreciation","2022-12-31",0.056058243109498244,-0.0027835672100187878
"DIOD","CASH FLOWS","issuanceOfCapitalStock","2022-12-31",0.00006997970588529327,-0.002332574746291298
"DIOD","CASH FLOWS","netLongTermDebtIssuance","2022-12-31",-0.06651271131371903,-0.05077451163967315
"DIOD","CASH FLOWS","otherNonCashItems","2022-12-31",-0.0015325555588879226,-0.0026366115937479515
"DIOD","CASH FLOWS","changeInPayablesAndAccruedExpense","2022-12-31",-0.013320637015265573,-0.05959072247019981
"DIOD","CASH FLOWS","netOtherInvestingChanges","2022-12-31",0.0033675234182087193,0.003743112977483732
"DIOD","CASH FLOWS","longTermDebtPayments","2022-12-31",-0.2527996880904538,0.07182547020558833
"DIOD","CASH FLOWS","effectOfExchangeRateChanges","2022-12-31",-0.01361805076527807,-0.019388170012193305
"DIOD","CASH FLOWS","netPPEPurchaseAndSale","2022-12-31",-0.10562436893300943,-0.029183584117020614
"DIOD","CASH FLOWS","changeInOtherCurrentAssets","2022-12-31",0.0009232322626438333,0.01501892007348851
"DIOD","CASH FLOWS","changeInInventory","2022-12-31",-0.014833198372471983,0.009008429137967525
"DIOD","CASH FLOWS","amortizationCashFlow","2022-12-31",0.007802737206210199,-0.0011803900699013086
"DIOD","CASH FLOWS","operatingCashFlow","2022-12-31",0.19619360385488208,0.00865198709140047
"DIOD","CASH FLOWS","changeInPayable","2022-12-31",-0.029196033150386387,-0.05920608210998115
"DIOD","CASH FLOWS","netIssuancePaymentsOfDebt","2022-12-31",-0.056119225424626856,0.028593393165837602
"DIOD","CASH FLOWS","depreciationAmortizationDepletion","2022-12-31",0.06386098031570844,-0.003963957279920091
"DIOD","CASH FLOWS","deferredIncomeTax","2022-12-31",-0.01960681402393306,-0.03149438976505768
"DIOD","CASH FLOWS","netInvestmentPurchaseAndSale","2022-12-31",0.0020089174139499544,0.010509539518780435
"DIOD","CASH FLOWS","changeInTaxPayable","2022-12-31",-0.004165292065301062,-0.0033592702234940667
"DIOD","CASH FLOWS","operatingGainsLosses","2022-12-31",0.006297673674634356,0.0271561894200356
"DIOD","CASH FLOWS","netCommonStockIssuance","2022-12-31",0.00006997970588529327,-0.002332574746291298
"DIOD","CASH FLOWS","depreciationAndAmortization","2022-12-31",0.06386098031570844,-0.003963957279920091
"DIOD","CASH FLOWS","stockBasedCompensation","2022-12-31",0.018138239910425978,-0.00025623105672267776
"DIOD","CASH FLOWS","issuanceOfDebt","2022-12-31",0.2434503993841786,-0.07770858800864264
"DIOD","CASH FLOWS","changeInOtherCurrentLiabilities","2022-12-31",-0.003233062411900549,-0.002399342225014275
"DIOD","CASH FLOWS","changeInReceivables","2022-12-31",-0.010078577212608344,0.01912711180588418
"DIOD","CASH FLOWS","purchaseOfBusiness","2022-12-31",-0.04197732657529316,-0.04189035377174423
"DIOD","CASH FLOWS","netShortTermDebtIssuance","2022-12-31",0.010393485889092164,0.07936790480551074
"DIOD","CASH FLOWS","longTermDebtIssuance","2022-12-31",0.18632146677463535,-0.1227266962157223
"DIOD","CASH FLOWS","cashFlowFromContinuingFinancingActivities","2022-12-31",-0.06283827689969909,0.02493279295441926
"DIOD","INCOME STATEMENT","basicAverageShares","2024-09-30",0.03561858015435825,""
"DIOD","INCOME STATEMENT","totalRevenue","2024-09-30",1,""
"DIOD","INCOME STATEMENT","netIncomeFromContinuingAndDiscontinuedOperation","2024-09-30",0.04717961315420916,""
"DIOD","INCOME STATEMENT","taxProvision","2024-09-30",0.009710155339310834,""
"DIOD","INCOME STATEMENT","interestExpenseNonOperating","2024-09-30",0.0017929411728353577,""
"DIOD","INCOME STATEMENT","basicEPS","2024-09-30",1.027407048630343e-9,""
"DIOD","INCOME STATEMENT","totalUnusualItemsExcludingGoodwill","2024-09-30",-0.0011517773755698054,""
"DIOD","INCOME STATEMENT","costOfRevenue","2024-09-30",0.6620726894349338,""
"DIOD","INCOME STATEMENT","operatingRevenue","2024-09-30",1,""
"DIOD","INCOME STATEMENT","amortization","2024-09-30",0.011821360951270779,""
"DIOD","INCOME STATEMENT","sellingGeneralAndAdministration","2024-09-30",0.17618408662354648,""
"DIOD","INCOME STATEMENT","dilutedAverageShares","2024-09-30",0.0358221303478275,""
"DIOD","INCOME STATEMENT","depreciationAmortizationDepletionIncomeStatement","2024-09-30",0.011821360951270779,""
"DIOD","INCOME STATEMENT","otherNonOperatingIncomeExpenses","2024-09-30",0.003987575327090097,""
"DIOD","INCOME STATEMENT","restructuringAndMergernAcquisition","2024-09-30",0.005450664763259924,""
"DIOD","INCOME STATEMENT","netIncomeContinuousOperations","2024-09-30",0.050767812959388064,""
"DIOD","INCOME STATEMENT","depreciationAndAmortizationInIncomeStatement","2024-09-30",0.011821360951270779,""
"DIOD","INCOME STATEMENT","operatingIncome","2024-09-30",0.04536195241328646,""
"DIOD","INCOME STATEMENT","dilutedEPS","2024-09-30",1.019682183603047e-9,""
"DIOD","INCOME STATEMENT","otherIncomeExpense","2024-09-30",0.002835797951520292,""
"DIOD","INCOME STATEMENT","netInterestIncome","2024-09-30",0.01228021793389215,""
"DIOD","INCOME STATEMENT","taxEffectOfUnusualItems","2024-09-30",-0.00018492580931016184,""
"DIOD","INCOME STATEMENT","amortizationOfIntangiblesIncomeStatement","2024-09-30",0.011821360951270779,""
"DIOD","INCOME STATEMENT","operatingExpense","2024-09-30",0.2925653581517797,""
"DIOD","INCOME STATEMENT","netIncomeIncludingNoncontrollingInterests","2024-09-30",0.050767812959388064,""
"DIOD","INCOME STATEMENT","grossProfit","2024-09-30",0.33792731056506614,""
"DIOD","INCOME STATEMENT","gainOnSaleOfPPE","2024-09-30",0.005847722825662928,""
"DIOD","INCOME STATEMENT","reconciledCostOfRevenue","2024-09-30",0.5681460555680441,""
"DIOD","INCOME STATEMENT","gainOnSaleOfSecurity","2024-09-30",-0.00154883543797281,""
"DIOD","INCOME STATEMENT","taxRateForCalcs","2024-09-30",1.2402811541875335e-10,""
"DIOD","INCOME STATEMENT","netIncome","2024-09-30",0.04717961315420916,""
"DIOD","INCOME STATEMENT","netNonOperatingInterestIncomeExpense","2024-09-30",0.01228021793389215,""
"DIOD","INCOME STATEMENT","interestExpense","2024-09-30",0.0017929411728353577,""
"DIOD","INCOME STATEMENT","totalUnusualItems","2024-09-30",-0.0011517773755698054,""
"DIOD","INCOME STATEMENT","dilutedNIAvailtoComStockholders","2024-09-30",0.04717961315420916,""
"DIOD","INCOME STATEMENT","interestIncome","2024-09-30",0.014073159106727507,""
"DIOD","INCOME STATEMENT","totalExpenses","2024-09-30",0.9546380475867136,""
"DIOD","INCOME STATEMENT","ebit","2024-09-30",0.062270909471534255,""
"DIOD","INCOME STATEMENT","interestIncomeNonOperating","2024-09-30",0.014073159106727507,""
"DIOD","INCOME STATEMENT","specialIncomeCharges","2024-09-30",0.0003970580624030047,""
"DIOD","INCOME STATEMENT","pretaxIncome","2024-09-30",0.0604779682986989,""
"DIOD","INCOME STATEMENT","minorityInterests","2024-09-30",-0.003588199805178904,""
"DIOD","INCOME STATEMENT","normalizedEBITDA","2024-09-30",0.1691706816652646,""
"DIOD","INCOME STATEMENT","netIncomeCommonStockholders","2024-09-30",0.04717961315420916,""
"DIOD","INCOME STATEMENT","netIncomeFromContinuingOperationNetMinorityInterest","2024-09-30",0.04717961315420916,""
"DIOD","INCOME STATEMENT","researchAndDevelopment","2024-09-30",0.10335946655172068,""
"DIOD","INCOME STATEMENT","normalizedIncome","2024-09-30",0.04814646472046881,""
"DIOD","INCOME STATEMENT","eBITDA","2024-09-30",0.1680189042896948,""
"DIOD","INCOME STATEMENT","reconciledDepreciation","2024-09-30",0.10574799481816054,""
